sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,536530,627506,90976,5.3653,6.27506,0.90976,0.041233291890990106,0.032407076882424335,0.04217708619286156,0.00023725577599496928,0.03751239963074716,0.12379091878146561,0.00030325333333333334,1.2504133210249053e-05,4.126363959382187e-05
2,Delta,3000,727622,754831,27209,7.27622,7.54831,0.27209,0.04220314361267046,0.03542979209254873,0.043133658950471415,0.0002243735413079601,0.011483053345571505,0.037894076040385964,9.069666666666667e-05,3.827684448523835e-06,1.2631358680128655e-05
3,LZ77,200,854911,1312773,457862,8.54911,13.12773,4.57862,0.039901186723373123,0.03363186551923783,0.04101296025884587,0.00025405606969162005,0.18269237155537066,0.6028848261327231,0.0228931,0.0009134618577768533,0.0030144241306636153
4,Huffman,200,1412861,1489843,76982,14.12861,14.89843,0.76982,0.03995517350044376,0.03337615944488667,0.04286757360741163,0.000586775929429209,0.030758291664111613,0.10150236249156831,0.0038491,0.00015379145832055807,0.0005075118124578415
5,AES-128,1000,1590224,2062917,472693,15.90224,20.62917,4.72693,0.040641309118337646,0.03296762282699389,0.04217708619286156,0.00022516262787211324,0.19210862331074377,0.6339584569254544,0.004726930000000001,0.00019210862331074378,0.0006339584569254544
6,SHA-256,1000,2163044,2270137,107093,21.63044,22.70137,1.07093,0.04139949340805144,0.03332505244738581,0.04238933855466076,0.00023187643946950435,0.04433595947548453,0.14630866626909894,0.0010709299999999999,4.4335959475484525e-05,0.00014630866626909894
7,ChaCha20,3000,2370154,2540663,170509,23.70154,25.40663,1.70509,0.04228809895984908,0.03255981617964764,0.04324017292822386,0.00023387276762334717,0.07210501465544907,0.2379465483629819,0.0005683633333333334,2.4035004885149688e-05,7.931551612099396e-05
8,CRC32,3000,2640807,2837105,196298,26.40807,28.37105,1.96298,0.04055464361415732,0.0349661336391491,0.041435640056077895,0.00020956327186302725,0.07960795432171852,0.26270624926167113,0.0006543266666666666,2.6535984773906175e-05,8.756874975389037e-05
9,FFT,50,2937150,3419905,482755,29.3715,34.19905,4.82755,0.03821244361990318,0.03194947490340303,0.04101296025884587,0.0003285871913703295,0.1844724821972636,0.6087591912509698,0.096551,0.0036894496439452717,0.012175183825019396
10,FIR,300,3520245,3559858,39613,35.20245,35.59858,0.39613,0.04016437848803154,0.03301864998396622,0.04101296025884587,0.000227579666317454,0.015910315250463932,0.05250404032653097,0.0013204333333333334,5.3034384168213104e-05,0.00017501346775510325
11,IIR,50,3660056,3756323,96267,36.60056,37.56323,0.96267,0.037535770719414975,0.03255981617964764,0.0383877499213408,0.00020988843085928866,0.03613456039845921,0.11924404931491539,0.0192534,0.0007226912079691842,0.0023848809862983076
12,DCT,1,3856462,4497052,640590,38.56462,44.97052,6.4059,0.03960319535275734,0.031898687268016285,0.04053831802987876,0.0002149669257998444,0.2536941091102282,0.837190560063753,6.4059,0.2536941091102282,0.837190560063753
