sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528392,631276,102884,5.28392,6.31276,1.02884,0.03285389837283878,0.03225444023730912,0.04016979057602146,0.00016843012267709527,0.03380140480191145,0.11154463584630776,0.00034294666666666665,1.1267134933970482e-05,3.718154528210259e-05
2,Delta,3000,731538,773983,42445,7.31538,7.73983,0.42445,0.03351385853446173,0.031037042552279355,0.03610115199762145,0.0004174123236669029,0.014224957254952281,0.04694235894134253,0.00014148333333333332,4.741652418317427e-06,1.564745298044751e-05
3,LZ77,200,874195,1250350,376155,8.74195,12.5035,3.76155,0.033299978843014104,0.030935889295728075,0.03974930069042905,0.00014346484929728034,0.1252595354169397,0.413356466875901,0.01880775,0.0006262976770846986,0.002066782334379505
4,Huffman,500,1350546,1555858,205312,13.50546,15.55858,2.05312,0.03299545994423794,0.031340776060888156,0.039591805178863425,0.0002572699067058623,0.0677436387207138,0.22355400777835555,0.00410624,0.0001354872774414276,0.0004471080155567111
5,AES-128,100,1656399,1718071,61672,16.56399,17.18071,0.61672,0.033003667701293024,0.031898687268016285,0.04048563703338692,0.00017420575960512205,0.020354021944741434,0.06716827241764672,0.0061672,0.00020354021944741433,0.0006716827241764672
6,SHA-256,500,1818321,1894674,76353,18.18321,18.94674,0.76353,0.033534070714548225,0.032508891674783415,0.040327662478650134,0.0003392496599485175,0.02560426901267901,0.08449408774184072,0.00152706,5.120853802535802e-05,0.00016898817548368145
7,ChaCha20,3000,1994780,2429345,434565,19.9478,24.29345,4.34565,0.03317230557033728,0.03129012529497888,0.04085464353041539,0.00014911029326034015,0.1441552297017362,0.4757122580157294,0.00144855,4.805174323391206e-05,0.00015857075267190982
8,CRC32,3000,2529598,2798393,268795,25.29598,27.98393,2.68795,0.033482892914921784,0.030935889295728075,0.03739764648829603,0.0001749581275979019,0.09000034201066401,0.29700112863519124,0.0008959833333333333,3.0000114003554668e-05,9.900037621173041e-05
9,FFT,20,2898528,3300610,402082,28.98528,33.0061,4.02082,0.03126182164658466,0.030329927842762717,0.040696429454093026,0.00032969061496370105,0.12569815771302054,0.41480392045296777,0.20104099999999997,0.006284907885651027,0.02074019602264839
10,FIR,300,3401510,3455953,54443,34.0151,34.55953,0.54443,0.033367818765607855,0.03271265812897906,0.04001202132550088,0.00020624648018265627,0.018166441570559883,0.05994925718284761,0.0018147666666666665,6.055480523519961e-05,0.00019983085727615871
11,IIR,50,3556363,3678103,121740,35.56363,36.78103,1.2174,0.031410039961758084,0.030784244954324573,0.04001202132550088,0.00017830344206495757,0.03823858264944429,0.12618732274316616,0.024348,0.0007647716529888858,0.002523746454863323
12,DCT,1,3778369,6252851,2474482,37.78369,62.52851,24.74482,0.031242471612097998,0.030531732501114527,0.03943441231940592,0.00014572384593357278,0.7730893363964748,2.551194810108367,24.74482,0.7730893363964748,2.551194810108367
