sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528127,651894,123767,5.28127,6.51894,1.23767,0.03000988002766189,0.029373847880660636,0.041329901672031155,0.0001851645794058426,0.03714232821383629,0.12256968310565976,0.0004125566666666667,1.2380776071278764e-05,4.085656103521992e-05
2,Delta,3000,752288,803349,51061,7.52288,8.03349,0.51061,0.029002655574766906,0.0273745067923976,0.03291660707581135,0.0003896815278352165,0.01480904596303173,0.04886985167800471,0.00017020333333333333,4.93634865434391e-06,1.62899505593349e-05
3,LZ77,200,903686,1356199,452513,9.03686,13.56199,4.52513,0.028804830245150726,0.027523824352683995,0.036878193257791965,0.00019543865204304383,0.1303456014872389,0.4301404849078883,0.02262565,0.0006517280074361944,0.0021507024245394414
4,Huffman,500,1456515,1703498,246983,14.56515,17.03498,2.46983,0.028472620116091016,0.02707617962814913,0.037345649839191565,0.00023455420509256591,0.07032253134132507,0.23206435342637272,0.00493966,0.00014064506268265015,0.00046412870685274546
5,AES-128,100,1804211,1878393,74182,18.04211,18.78393,0.74182,0.028469737306181898,0.027822767429581122,0.04027502710531744,0.0001852423442742016,0.021119420528471856,0.06969408774395712,0.007418200000000001,0.00021119420528471856,0.0006969408774395711
6,SHA-256,500,1978760,2070605,91845,19.7876,20.70605,0.91845,0.027423165232121512,0.02648075712494946,0.0384922108569311,0.00032006421915591,0.025186806107442002,0.0831164601545586,0.0018369,5.0373612214884006e-05,0.0001662329203091172
7,ChaCha20,3000,2170814,2693590,522776,21.70814,26.9359,5.22776,0.027095511067440015,0.026084721252666192,0.0395393294865878,0.000154001147950467,0.14164882893792022,0.4674411354951367,0.0017425866666666667,4.7216276312640076e-05,0.00015581371183171223
8,CRC32,3000,2793958,3117316,323358,27.93958,31.17316,3.23358,0.030376480933272998,0.029675323042891073,0.035017605621923235,0.00017855202532254352,0.09822478121621289,0.3241417780135025,0.00107786,3.274159373873763e-05,0.00010804725933783417
9,FFT,20,3217543,3701235,483692,32.17543,37.01235,4.83692,0.028633787231079018,0.027723074114122923,0.04196501632369901,0.0002751571889734739,0.13849933813375073,0.4570478158413774,0.241846,0.006924966906687537,0.02285239079206887
10,FIR,300,3802387,3867881,65494,38.02387,38.67881,0.65494,0.028732994915044177,0.028122121114910668,0.039644292276928846,0.00016394215222143157,0.018818387689659034,0.06210067937587481,0.002183133333333333,6.272795896553011e-05,0.00020700226458624936
11,IIR,50,3968453,4114901,146448,39.68453,41.14901,1.46448,0.027194733566045685,0.026530312935038915,0.03980182200586384,0.00017183593278852273,0.039826143412802585,0.1314262732622485,0.0292896,0.0007965228682560517,0.00262852546524497
12,DCT,1,4215302,7192098,2976796,42.15302,71.92098,29.76796,0.02716917891237964,0.026431212720649782,0.037866129590776704,0.00015141256267244205,0.8087710310965606,2.6689444026186497,29.76796,0.8087710310965606,2.6689444026186497
