sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,543954,667720,123766,5.43954,6.6772,1.23766,0.030031058173559135,0.029424065226557907,0.04196501632369901,0.0002069576894092593,0.0371682394590872,0.12265519021498775,0.00041255333333333334,1.2389413153029066e-05,4.088506340499591e-05
2,Delta,3000,768114,819174,51060,7.68114,8.19174,0.5106,0.02903548608364532,0.028221996923005498,0.03159420097728137,0.0004411055601836024,0.014825519194309302,0.04892421334122069,0.00017020000000000002,4.941839731436434e-06,1.630807111374023e-05
3,LZ77,200,919511,1372023,452512,9.19511,13.72023,4.52512,0.028801874756690427,0.0278726311959949,0.03828333460890966,0.00020881931088036773,0.130331939498995,0.4300954003466835,0.022625600000000003,0.0006516596974949749,0.0021504770017334173
4,Huffman,500,1472339,1719321,246982,14.72339,17.19321,2.46982,0.028452289186814108,0.027026498354371972,0.037501674003874316,0.0002263980556719384,0.07027203287937722,0.23189770850194483,0.0049396399999999995,0.00014054406575875444,0.00046379541700388967
5,AES-128,100,1820034,1894216,74182,18.20034,18.94216,0.74182,0.0284748981484535,0.0278726311959949,0.040327662478650134,0.00017944725390958352,0.02112324894448578,0.06970672151680307,0.007418200000000001,0.0002112324894448578,0.0006970672151680307
6,SHA-256,500,1994582,2086427,91845,19.94582,20.86427,0.91845,0.02738416387194527,0.025936395996091502,0.03781403028956413,0.00035858378836365484,0.025150985308188132,0.08299825151702084,0.0018369,5.0301970616376265e-05,0.00016599650303404168
7,ChaCha20,3000,2186636,2709411,522775,21.86636,27.09411,5.22775,0.02709898957953617,0.026084721252666192,0.039329540775383184,0.00015046212852561671,0.1416667427744202,0.46750025115558663,0.0017425833333333334,4.72222475914734e-05,0.0001558334170518622
8,CRC32,3000,2809779,3133136,323357,28.09779,31.33136,3.23357,0.030437782260500038,0.02977590600995287,0.03460614912184428,0.00017423990117073674,0.0984226995840851,0.32479490862748084,0.0010778566666666666,3.280756652802837e-05,0.00010826496954249362
9,FFT,20,3233363,3717054,483691,32.33363,37.17054,4.83691,0.028650949542920603,0.027822767429581122,0.041594333175571443,0.00025340442583445563,0.1385820643536481,0.45732081236703864,0.2418455,0.006929103217682404,0.022866040618351933
10,FIR,300,3818205,3883699,65494,38.18205,38.83699,0.65494,0.02888540070428055,0.0278726311959949,0.03901519988226996,0.0003252049471721278,0.0189182043372615,0.06243007431296295,0.002183133333333333,6.306068112420501e-05,0.0002081002477098765
11,IIR,50,3984270,4130718,146448,39.8427,41.30718,1.46448,0.02723146068849509,0.02657988015091817,0.04011718942005814,0.00017594632684446077,0.03987992954908729,0.13160376751198805,0.0292896,0.0007975985909817458,0.002632075350239761
12,DCT,1,4231117,7207907,2976790,42.31117,72.07907,29.7679,0.027115638680107274,0.026431212720649782,0.03744965454319027,0.0001444385803865621,0.8071756206655654,2.6636795481963658,29.7679,0.8071756206655654,2.6636795481963658
