sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,540541,664309,123768,5.40541,6.64309,1.23768,0.02998788659608944,0.02882220985791684,0.041859049823856465,0.00017923745680601292,0.037115407482247974,0.1224808446914183,0.00041255999999999997,1.2371802494082658e-05,4.082694823047277e-05
2,Delta,3000,764703,815763,51060,7.64703,8.15763,0.5106,0.029012542611129195,0.028172053316063192,0.031898687268016285,0.0003842603367586115,0.014813804257242569,0.04888555404890048,0.00017020000000000002,4.937934752414189e-06,1.6295184682966825e-05
3,LZ77,200,916101,1368614,452513,9.16101,13.68614,4.52513,0.028792677967203376,0.028122121114910668,0.0383877499213408,0.0001969748238710083,0.130290610849731,0.42995901580411233,0.02262565,0.000651453054248655,0.0021497950790205617
4,Huffman,500,1468930,1715913,246983,14.6893,17.15913,2.46983,0.028469263566550794,0.027026498354371972,0.03755370487034814,0.00021510470092193958,0.07031424123457415,0.2320369960740947,0.00493966,0.0001406284824691483,0.0004640739921481894
5,AES-128,100,1816626,1890808,74182,18.16626,18.90808,0.74182,0.02851092093717667,0.0278726311959949,0.04022240313777455,0.00018904821434521132,0.0211499713696164,0.06979490551973412,0.007418200000000001,0.000211499713696164,0.0006979490551973412
6,SHA-256,500,1991175,2083020,91845,19.91175,20.8302,0.91845,0.027423148721700916,0.026530312935038915,0.03807464085352486,0.00033538268936733135,0.025186790943446207,0.08311641011337248,0.0018369,5.037358188689242e-05,0.00016623282022674497
7,ChaCha20,3000,2183229,2706005,522776,21.83229,27.06005,5.22776,0.027095958557461997,0.025985826342493273,0.03938197084449966,0.00015662198322792092,0.14165116830835753,0.4674488554175798,0.0017425866666666667,4.721705610278584e-05,0.00015581628513919326
8,CRC32,3000,2806373,3129732,323359,28.06373,31.29732,3.23359,0.03036763811720472,0.029675323042891073,0.03630811207295821,0.0001681556619601733,0.09819649093941202,0.32404842010005963,0.0010778633333333332,3.2732163646470674e-05,0.00010801614003335322
9,FFT,20,3229958,3713653,483695,32.29958,37.13653,4.83695,0.028658643754589496,0.027822767429581122,0.04191202737088284,0.00027078889337472494,0.13862042690876167,0.4574474087989135,0.2418475,0.006931021345438083,0.022872370439945673
10,FIR,300,3814804,3880298,65494,38.14804,38.80298,0.65494,0.028703307956012,0.028072200319547935,0.03974930069042905,0.0001710962164228569,0.018798944512710497,0.062036516891944636,0.002183133333333333,6.266314837570165e-05,0.00020678838963981546
11,IIR,50,3980871,4127319,146448,39.80871,41.27319,1.46448,0.027278348915666373,0.02662945877258721,0.0395393294865878,0.00016601958950278139,0.03994859642001509,0.1318303681860498,0.0292896,0.0007989719284003017,0.0026366073637209956
12,DCT,1,4227719,7204519,2976800,42.27719,72.04519,29.768,0.027165610803369496,0.026431212720649782,0.03791824029777904,0.0001526531593041887,0.8086659023947032,2.6685974779025203,29.768,0.8086659023947032,2.6685974779025203
