sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,519088,670016,150928,5.19088,6.70016,1.50928,0.025225965532020934,0.023772752486305202,0.028672002646026852,0.0004344046017962901,0.038073045258168556,0.12564104935195622,0.0005030933333333333,1.2691015086056185e-05,4.1880349783985405e-05
2,Delta,3000,768782,829675,60893,7.68782,8.29675,0.60893,0.031506738510452256,0.024507877468998542,0.042283189562181585,0.0003512969471322429,0.01918539828116969,0.06331181432785998,0.00020297666666666664,6.395132760389897e-06,2.110393810928666e-05
3,LZ77,200,928384,1567187,638803,9.28384,15.67187,6.38803,0.02454111749901931,0.013890098557135242,0.028672002646026852,0.0006964142685168622,0.15676939481726032,0.517339002896959,0.03194015,0.0007838469740863016,0.002586695014484795
4,Huffman,100,1665884,1724859,58975,16.65884,17.24859,0.58975,0.027205269933798366,0.013843542469760474,0.04862404134377361,0.006441737060825446,0.016044307943457587,0.05294621621341004,0.0058975,0.00016044307943457588,0.0005294621621341004
5,AES-128,100,1823896,1903585,79689,18.23896,19.03585,0.79689,0.028605479927029796,0.018698734083126986,0.03322287266975345,0.0003724811729498382,0.022795420899050775,0.07522488896686755,0.0079689,0.00022795420899050775,0.0007522488896686755
6,SHA-256,500,2002256,2071202,68946,20.02256,20.71202,0.68946,0.028305633063596073,0.013796997788175492,0.03589437441492131,0.0014597506836329412,0.019515601772026946,0.06440148584768891,0.0013789199999999998,3.903120354405389e-05,0.00012880297169537782
7,ChaCha20,3000,2169735,2818484,648749,21.69735,28.18484,6.48749,0.027633604736323113,0.019368004382121367,0.03129012529497888,0.0002188748007271049,0.17927273439084884,0.5916000234898011,0.0021624966666666666,5.975757813028295e-05,0.00019720000782993372
8,CRC32,3000,2917190,3244138,326948,29.1719,32.44138,3.26948,0.02300846599875713,0.02018369517079557,0.024753489419385804,0.00013277973983136107,0.07522571941361647,0.24824487406493434,0.0010898266666666667,2.5075239804538822e-05,8.274829135497811e-05
9,FFT,20,3342671,3623546,280875,33.42671,36.23546,2.80875,0.027583072342812303,0.015338994537488765,0.034041588339268736,0.0019934017758042807,0.07747395444287405,0.25566404966148437,0.1404375,0.0038736977221437026,0.012783202483074218
10,FIR,300,3722646,3798910,76264,37.22646,37.9891,0.76264,0.021524981805367622,0.019368004382121367,0.02362603544609086,0.00015798953698549205,0.016415812124045564,0.05417218000935036,0.0025421333333333334,5.4719373746818544e-05,0.0001805739333645012
11,IIR,50,3897804,4030824,133020,38.97804,40.30824,1.3302,0.029844959486528547,0.02018369517079557,0.033529548872127994,0.0005590385203335514,0.039699765108980274,0.1310092248596349,0.026604000000000003,0.0007939953021796055,0.002620184497192698
12,DCT,1,4129644,4877141,747497,41.29644,48.77141,7.47497,0.02953544071553435,0.014169674602969438,0.03383663568293497,0.0004545762284830182,0.22077653328539779,0.7285625598418126,7.47497,0.22077653328539779,0.7285625598418126
