sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,536496,627472,90976,5.36496,6.27472,0.90976,0.04124589919758307,0.03266169940674546,0.042124051616886225,0.00023789487022209688,0.037523869253993175,0.12382876853817747,0.00030325333333333334,1.2507956417997724e-05,4.127625617939249e-05
2,Delta,3000,727588,754797,27209,7.27588,7.54797,0.27209,0.04222466122693414,0.03630811207295821,0.043133658950471415,0.0002235950560481439,0.011488908073236511,0.03791339664168049,9.069666666666667e-05,3.8296360244121704e-06,1.2637798880560162e-05
3,LZ77,200,854877,1312739,457862,8.54877,13.12739,4.57862,0.03993618726212514,0.033529548872127994,0.04106575531323562,0.00025386232269871496,0.1828526257221114,0.6034136648829675,0.0228931,0.0009142631286105569,0.003017068324414838
4,Huffman,200,1412828,1489809,76981,14.12828,14.89809,0.76981,0.03996364376853203,0.033683040951477436,0.042814390756169024,0.0005866949353897273,0.03076441260945364,0.10152256161119701,0.00384905,0.00015382206304726822,0.000507612808055985
5,AES-128,1000,1590190,2062883,472693,15.9019,20.62883,4.72693,0.04062085873022315,0.032865602730418574,0.04217708619286156,0.00022509710556827727,0.19201195575765373,0.6336394540002572,0.004726930000000001,0.00019201195575765373,0.0006336394540002573
6,SHA-256,1000,2163011,2270103,107092,21.63011,22.70103,1.07092,0.04138463812245365,0.03301864998396622,0.042283189562181585,0.00023283602962404241,0.04431963665809807,0.14625480097172364,0.0010709200000000002,4.4319636658098074e-05,0.00014625480097172364
7,ChaCha20,3000,2370120,2540629,170509,23.7012,25.40629,1.70509,0.04228991494714092,0.03245797857570898,0.04329344702578477,0.00023426897754698058,0.07210811107722051,0.23795676655482767,0.0005683633333333334,2.403603702574017e-05,7.931892218494256e-05
8,CRC32,3000,2640773,2837071,196298,26.40773,28.37071,1.96298,0.040534199279484984,0.03465754126408988,0.0415414240632838,0.0002092934868632207,0.07956782250164343,0.2625738142554233,0.0006543266666666666,2.652260750054781e-05,8.752460475180777e-05
9,FFT,50,2937116,3419871,482755,29.37116,34.19871,4.82755,0.038205162651633866,0.032407076882424335,0.04096017661024594,0.0003287639971679488,0.18443733295889506,0.6086431987643537,0.096551,0.003688746659177901,0.012172863975287074
10,FIR,300,3520211,3559824,39613,35.20211,35.59824,0.39613,0.04017455526372424,0.03266169940674546,0.04106575531323562,0.00022773229060794916,0.01591434657661908,0.052517343702842965,0.0013204333333333334,5.304782192206361e-05,0.00017505781234280988
11,IIR,50,3660022,3756289,96267,36.60022,37.56289,0.96267,0.03756097946978537,0.03296762282699389,0.0384922108569311,0.00020926316157484547,0.036158828106178285,0.11932413275038833,0.0192534,0.0007231765621235658,0.002386482655007767
12,DCT,1,3856428,4497018,640590,38.56428,44.97018,6.4059,0.03960931713627378,0.03184791103841933,0.0405910104321604,0.0002177459089428898,0.2537333246432562,0.8373199713227455,6.4059,0.2537333246432562,0.8373199713227455
