sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,536481,627457,90976,5.36481,6.27457,0.90976,0.04124064400040636,0.03266169940674546,0.042124051616886225,0.00023717213052584598,0.037519088285809694,0.12381299134317199,0.00030325333333333334,1.2506362761936565e-05,4.1270997114390665e-05
2,Delta,3000,727573,754782,27209,7.27573,7.54782,0.27209,0.04221957385348021,0.03573941098868902,0.04308041907027988,0.00022296239652547546,0.011487523849793431,0.037908828704318324,9.069666666666667e-05,3.82917461659781e-06,1.2636276234772775e-05
3,LZ77,200,854862,1312724,457862,8.54862,13.12724,4.57862,0.03987977715789749,0.03393908919952227,0.04085464353041539,0.0002530054385219873,0.1825943452906926,0.6025613394592856,0.0228931,0.000912971726453463,0.003012806697296428
4,Huffman,200,1412813,1489794,76981,14.12813,14.89794,0.76981,0.03997519384034597,0.033683040951477436,0.042920767864444,0.0005874444721125204,0.030773303970236733,0.10155190310178121,0.00384905,0.00015386651985118367,0.0005077595155089061
5,AES-128,1000,1590175,2062868,472693,15.90175,20.62868,4.72693,0.04065186872132232,0.03306968854672834,0.04217708619286156,0.0002255657005831855,0.19215853781488013,0.6341231747891044,0.004726930000000001,0.0001921585378148801,0.0006341231747891044
6,SHA-256,1000,2162995,2270088,107093,21.62995,22.70088,1.07093,0.04141281270852838,0.03347840765725776,0.04233625835552626,0.00023359775637225996,0.0443502235139443,0.14635573759601617,0.0010709299999999999,4.43502235139443e-05,0.00014635573759601617
7,ChaCha20,3000,2370105,2540614,170509,23.70105,25.40614,1.70509,0.042329231595542756,0.03245797857570898,0.043346732529135464,0.00023551484793878793,0.072175149501244,0.2381779933541052,0.0005683633333333334,2.405838316708133e-05,7.93926644513684e-05
8,CRC32,3000,2640758,2837056,196298,26.40758,28.37056,1.96298,0.04057123857192947,0.034452041129846206,0.04148852635678596,0.00020882324278377961,0.07964052989192612,0.26281374864335616,0.0006543266666666666,2.6546843297308706e-05,8.760458288111872e-05
9,FFT,50,2937101,3419856,482755,29.37101,34.19856,4.82755,0.038238678072743754,0.03210190624430203,0.04085464353041539,0.00032911689873755005,0.18459913033007408,0.6091771300892445,0.096551,0.0036919826066014816,0.01218354260178489
10,FIR,300,3520196,3559809,39613,35.20196,35.59809,0.39613,0.040217073221121974,0.032814609790815616,0.04101296025884587,0.00022727382546692176,0.015931189215083047,0.052572924409774055,0.0013204333333333334,5.3103964050276826e-05,0.00017524308136591352
11,IIR,50,3660008,3756274,96266,36.60008,37.56274,0.96266,0.03756715605640972,0.03266169940674546,0.03843997468624106,0.0002097911719274384,0.036164398449263384,0.11934251488256915,0.019253199999999998,0.0007232879689852677,0.002386850297651383
12,DCT,1,3856414,4497003,640589,38.56414,44.97003,6.40589,0.039614999707560015,0.03225444023730912,0.0405910104321604,0.0002170631854780071,0.2537693304766616,0.8374387905729833,6.40589,0.2537693304766616,0.8374387905729833
