sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528010,651778,123768,5.2801,6.51778,1.23768,0.030084690264492744,0.02882220985791684,0.04217708619286156,0.00017784871464596673,0.037235219446557374,0.12287622417363933,0.00041255999999999997,1.2411739815519126e-05,4.095874139121311e-05
2,Delta,3000,752172,803233,51061,7.52172,8.03233,0.51061,0.02908443846954169,0.027673244565078504,0.03312073851528025,0.0003733157170905414,0.014850805126932683,0.04900765691887785,0.00017020333333333333,4.950268375644228e-06,1.6335885639625952e-05
3,LZ77,200,903571,1356086,452515,9.03571,13.56086,4.52515,0.02877412781052636,0.02762342642182388,0.03667073132770446,0.0001536931264765614,0.13020724446180337,0.4296839067239511,0.02262575,0.0006510362223090169,0.0021484195336197555
4,Huffman,500,1456402,1703386,246984,14.56402,17.03386,2.46984,0.028390955795867336,0.02707617962814913,0.037137777300671616,0.0002074159480076066,0.07012111826286498,0.2313996902674544,0.00493968,0.00014024223652572994,0.0004627993805349088
5,AES-128,100,1804099,1878282,74183,18.04099,18.78282,0.74183,0.028470040246012598,0.02757361968435904,0.04038030925777261,0.00018877374958419654,0.021119929955699526,0.06969576885380843,0.0074183,0.00021119929955699525,0.0006969576885380843
6,SHA-256,500,1978649,2070494,91845,19.78649,20.70494,0.91845,0.027408503241127032,0.026431212720649782,0.03843997468624106,0.0003435534853511831,0.025173339801813122,0.0830720213459833,0.0018369,5.0346679603626245e-05,0.0001661440426919666
7,ChaCha20,3000,2170704,2693482,522778,21.70704,26.93482,5.22778,0.027129842379173905,0.02618366178599827,0.03943441231940592,0.00015894326499715094,0.14182884739299775,0.46803519639689256,0.0017425933333333333,4.727628246433258e-05,0.00015601173213229753
8,CRC32,3000,2793850,3117210,323360,27.9385,31.1721,3.2336,0.030321217038253863,0.02962504866804486,0.036722579701541636,0.00018351098847858453,0.09804668741489769,0.32355406846916235,0.0010778666666666668,3.268222913829923e-05,0.00010785135615638744
9,FFT,20,3217437,3701132,483695,32.17437,37.01132,4.83695,0.028626447459783905,0.027822767429581122,0.04170018561751608,0.0002701396076320259,0.13846469504060174,0.4569334936339857,0.2418475,0.006923234752030087,0.022846674681699285
10,FIR,300,3802284,3867779,65495,38.02284,38.67779,0.65495,0.0287987310063189,0.027822767429581122,0.03948686520010197,0.00018315820678148044,0.018861728872588565,0.06224370527954226,0.0021831666666666666,6.287242957529522e-05,0.00020747901759847422
11,IIR,50,3968351,4114800,146449,39.68351,41.148,1.46449,0.027266673599130896,0.02662945877258721,0.04011718942005814,0.00017643171504278272,0.039931770819191206,0.13177484370333098,0.0292898,0.0007986354163838241,0.0026354968740666196
12,DCT,1,4215201,7192013,2976812,42.15201,71.92013,29.76812,0.027141606131638955,0.026431212720649782,0.03791824029777904,0.00015192788211392178,0.8079545883193642,2.6662501414539017,29.76812,0.8079545883193642,2.6662501414539017
