sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,536585,597227,60642,5.36585,5.97227,0.60642,0.0642245471421772,0.04420085177015802,0.06957889060776333,0.0013047511125666232,0.03894704987795909,0.128525264597265,0.00020213999999999999,1.2982349959319697e-05,4.2841754865755e-05
2,Delta,3000,697407,715545,18138,6.97407,7.15545,0.18138,0.06728499134066215,0.04869771079907189,0.07182092199817557,0.001339922634768068,0.012204151729369303,0.0402737007069187,6.046000000000001e-05,4.068050576456434e-06,1.3424566902306234e-05
3,LZ77,200,815698,1120887,305189,8.15698,11.20887,3.05189,0.0624434934980813,0.04720927029442963,0.06808471507062776,0.0013654276866838359,0.19057067337185934,0.6288832221271358,0.01525945,0.0009528533668592968,0.0031444161106356787
4,Huffman,200,1221046,1272362,51316,12.21046,12.72362,0.51316,0.06277013549097243,0.04646520365905028,0.07107347579007697,0.0016214246820679544,0.03221112272854741,0.10629670500420645,0.0025657999999999996,0.00016105561364273706,0.0005314835250210322
5,AES-128,1000,1372727,1687797,315070,13.72727,16.87797,3.1507,0.06370128323567267,0.04348996123047813,0.06957889060776333,0.0013291587551023558,0.20070363309063388,0.6623219891990918,0.0031507,0.0002007036330906339,0.0006623219891990918
6,SHA-256,1000,1787989,1859375,71386,17.87989,18.59375,0.71386,0.06512661954693563,0.04497737762217515,0.07107347579007697,0.001282814510580401,0.046491288629775473,0.15342125247825905,0.0007138600000000001,4.6491288629775475e-05,0.00015342125247825905
7,ChaCha20,3000,1959490,2073146,113656,19.5949,20.73146,1.13656,0.0662664310775772,0.04497737762217515,0.07107347579007697,0.0013268829735025756,0.07531577490553114,0.24854205718825273,0.00037885333333333333,2.510525830184371e-05,8.284735239608424e-05
8,CRC32,3000,2173353,2304194,130841,21.73353,23.04194,1.30841,0.06351974406502577,0.05093113964074421,0.06883175163354828,0.0013244454776711616,0.08310986833212036,0.2742625654959972,0.0004361366666666667,2.7703289444040122e-05,9.14208551653324e-05
9,FFT,50,2404333,2726105,321772,24.04333,27.26105,3.21772,0.05981287055817513,0.04423361822067938,0.0665909491786703,0.0013910692974513392,0.19246106985245126,0.6351215305130892,0.06435439999999999,0.003849221397049025,0.012702430610261783
10,FIR,300,2826437,2852841,26404,28.26437,28.52841,0.26404,0.06322627090450081,0.04572123943496546,0.06808471507062776,0.0013503161603862113,0.016694264569624393,0.055091073079760494,0.0008801333333333333,5.564754856541464e-05,0.0001836369102658683
11,IIR,50,2953075,3017244,64169,29.53075,30.17244,0.64169,0.05882802669156434,0.04497737762217515,0.06360464633028964,0.0012895191723182487,0.03774935644770992,0.12457287627744273,0.0128338,0.0007549871289541985,0.0024914575255488547
12,DCT,1,3117437,3544421,426984,31.17437,35.44421,4.26984,0.06191721827592695,0.04423361822067938,0.06808471507062776,0.0013509241966650177,0.26437661528328393,0.872442830434837,4.26984,0.26437661528328393,0.872442830434837
