sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528339,631223,102884,5.28339,6.31223,1.02884,0.03297893679754456,0.03179714621461215,0.04043296744268486,0.0001615087034373323,0.033930049334785745,0.11196916280479295,0.00034294666666666665,1.1310016444928581e-05,3.7323054268264316e-05
2,Delta,3000,731486,773930,42444,7.31486,7.7393,0.42444,0.033618990419547995,0.032814609790815616,0.03542979209254873,0.00038484567217674025,0.014269244293672951,0.047088506169120734,0.00014148,4.756414764557651e-06,1.5696168723040246e-05
3,LZ77,200,874142,1250295,376153,8.74142,12.50295,3.76153,0.03329471091003409,0.031340776060888156,0.03974930069042905,0.00014224490718291478,0.12523905392942053,0.41328887796708774,0.01880765,0.0006261952696471027,0.002066444389835439
4,Huffman,500,1350491,1555803,205312,13.50491,15.55803,2.05312,0.03300028974807024,0.031087636289239676,0.039277122112056514,0.00024405962948714313,0.06775355488755797,0.22358673112894129,0.00410624,0.00013550710977511593,0.00044717346225788256
5,AES-128,100,1656344,1718015,61671,16.56344,17.18015,0.61671,0.03303624836416843,0.03245797857570898,0.04043296744268486,0.00017358137615083074,0.02037378472866631,0.06723348960459882,0.0061671,0.0002037378472866631,0.0006723348960459882
6,SHA-256,500,1818265,1894618,76353,18.18265,18.94618,0.76353,0.03353914349902854,0.032508891674783415,0.04043296744268486,0.000345341093116151,0.025608142235813265,0.08450686937818377,0.00152706,5.121628447162653e-05,0.00016901373875636755
7,ChaCha20,3000,1994724,2429287,434563,19.94724,24.29287,4.34563,0.03317894653333545,0.030986460221108823,0.04064371424023182,0.00015042577256428274,0.14418342542365853,0.47580530389807313,0.0014485433333333332,4.806114180788618e-05,0.00015860176796602437
8,CRC32,3000,2529541,2798334,268793,25.29541,27.98334,2.68793,0.03353513272104223,0.032814609790815616,0.037657800820665166,0.00017623498732759847,0.09014008929487104,0.2974622946730744,0.0008959766666666667,3.004669643162368e-05,9.915409822435812e-05
9,FFT,20,2898469,3300551,402082,28.98469,33.00551,4.02082,0.031257766539631464,0.030279505192649235,0.040327662478650134,0.00033612601389015857,0.12568185285788097,0.4147501144310072,0.20104099999999997,0.0062840926428940486,0.020737505721550357
10,FIR,300,3401449,3455893,54444,34.01449,34.55893,0.54444,0.03346079514579496,0.031188857980529693,0.04011718942005814,0.0002578926904691496,0.01821739530917661,0.0601174045202828,0.0018148,6.0724651030588695e-05,0.00020039134840094268
11,IIR,50,3556303,3678042,121739,35.56303,36.78042,1.21739,0.031394333172585026,0.030784244954324573,0.04016979057602146,0.00017666704873917517,0.03821914726097329,0.12612318596121183,0.0243478,0.0007643829452194657,0.0025224637192242366
12,DCT,1,3778308,6252783,2474475,37.78308,62.52783,24.74475,0.031266120266453444,0.030531732501114527,0.03922471485451962,0.0001450516148304366,0.7736723294633239,2.553118687228969,24.74475,0.7736723294633239,2.553118687228969
