sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,519048,669927,150879,5.19048,6.69927,1.50879,0.02521382894658476,0.014123050080855933,0.028772129381497057,0.0004352610083723016,0.03804237297631762,0.12553983082184814,0.0005029300000000001,1.2680790992105874e-05,4.184661027394938e-05
2,Delta,3000,768722,829642,60920,7.68722,8.29642,0.6092,0.03146750598041254,0.018317297621774545,0.04238933855466076,0.0003528113227715616,0.01917000464326732,0.06326101532278215,0.00020306666666666665,6.390001547755773e-06,2.1087005107594052e-05
3,LZ77,200,928306,1567275,638969,9.28306,15.67275,6.38969,0.024537730898583934,0.013610933119733475,0.028672002646026852,0.0006983642957638383,0.15678849374537276,0.5174020293597301,0.031948449999999996,0.0007839424687268638,0.0025870101467986508
4,Huffman,100,1666004,1725009,59005,16.66004,17.25009,0.59005,0.027190303054329693,0.020761461511400767,0.04873288210264314,0.006448979399321562,0.016043638317207235,0.052944006446783876,0.0059004999999999995,0.00016043638317207235,0.0005294400644678388
5,AES-128,100,1824099,1903851,79752,18.24099,19.03851,0.79752,0.028618049257658915,0.013796997788175492,0.03342727784817732,0.0003742061486539014,0.022823466643968136,0.07531743992509485,0.0079752,0.00022823466643968136,0.0007531743992509485
6,SHA-256,500,2002593,2071577,68984,20.02593,20.71577,0.68984,0.028338039116645158,0.017604071755477447,0.03506908901048715,0.0014622969499112363,0.019548712904226495,0.06451075258394744,0.00137968,3.909742580845299e-05,0.00012902150516789487
7,ChaCha20,3000,2170158,2819042,648884,21.70158,28.19042,6.48884,0.027641901219007437,0.01421631053087273,0.031746392796594775,0.00022156331305130014,0.17936387430594422,0.5919007852096159,0.0021629466666666665,5.978795810198141e-05,0.0001973002617365386
8,CRC32,3000,2917751,3244847,327096,29.17751,32.44847,3.27096,0.022999383117918375,0.014356286749321361,0.02411549144944798,0.00013320160412061367,0.0752300622033863,0.24825920527117476,0.00109032,2.5076687401128764e-05,8.275306842372492e-05
9,FFT,20,3343444,3624348,280904,33.43444,36.24348,2.80904,0.02761579160544463,0.018889726052758155,0.03409285501782665,0.001989526187276142,0.07757386325135818,0.255993748729482,0.140452,0.0038786931625679087,0.0127996874364741
10,FIR,300,3723481,3799775,76294,37.23481,37.99775,0.76294,0.021536630481227382,0.014636547142542939,0.024017509002458238,0.00016059040071865396,0.016431156859347616,0.05422281763584713,0.002543133333333333,5.477052286449205e-05,0.00018074272545282377
11,IIR,50,3898633,4031635,133002,38.98633,40.31635,1.33002,0.029887241256068054,0.023772752486305202,0.03358070149278802,0.0005610413329410676,0.03975062861539563,0.1311770744308056,0.0266004,0.0007950125723079126,0.0026235414886161116
12,DCT,1,4130440,4877767,747327,41.3044,48.77767,7.47327,0.02958230376502525,0.024311593212904943,0.03393908919952227,0.00045388119955567515,0.22107654325805026,0.7295525927515658,7.47327,0.22107654325805026,0.7295525927515658
