sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528302,631186,102884,5.28302,6.31186,1.02884,0.03298612922030533,0.03225444023730912,0.04011718942005814,0.00016526472084447773,0.03393744918701894,0.11199358231716249,0.00034294666666666665,1.1312483062339645e-05,3.733119410572083e-05
2,Delta,3000,731448,773892,42444,7.31448,7.73892,0.42444,0.033628102059424465,0.032865602730418574,0.03553295276810299,0.0003828024936800806,0.01427311163810212,0.047101268405736994,0.00014148,4.757703879367373e-06,1.5700422801912332e-05
3,LZ77,200,874104,1250257,376153,8.74104,12.50257,3.76153,0.03334073335217815,0.031037042552279355,0.039644292276928846,0.00014179835533225226,0.1254121687262187,0.41386015679652166,0.01880765,0.0006270608436310934,0.0020693007839826085
4,Huffman,500,1350453,1555764,205311,13.50453,15.55764,2.05311,0.033048165969983924,0.03113824143198979,0.03974930069042905,0.00025842834185814433,0.0678515200346337,0.22391001611429118,0.004106220000000001,0.0001357030400692674,0.00044782003222858236
5,AES-128,100,1656305,1717976,61671,16.56305,17.17976,0.61671,0.03305585752476535,0.03245797857570898,0.040327662478650134,0.00017244139626396,0.02038587789409804,0.06727339705052353,0.0061671,0.0002038587789409804,0.0006727339705052353
6,SHA-256,500,1818226,1894579,76353,18.18226,18.94579,0.76353,0.03348332549513865,0.03245797857570898,0.040327662478650134,0.0003376913839461199,0.025565523515303213,0.0843662276005006,0.00152706,5.113104703060643e-05,0.00016873245520100118
7,ChaCha20,3000,1994685,2429247,434562,19.94685,24.29247,4.34562,0.033170959372898934,0.03154349318242315,0.04074915607374402,0.00014514798539178744,0.14414838447005707,0.4756896687511883,0.0014485400000000001,4.8049461490019024e-05,0.00015856322291706276
8,CRC32,3000,2529502,2798295,268793,25.29502,27.98295,2.68793,0.033500733504106074,0.032865602730418574,0.03781403028956413,0.0001737547806826472,0.09004762660769185,0.2971571678053831,0.0008959766666666667,3.001587553589728e-05,9.905238926846102e-05
9,FFT,20,2898430,3300513,402083,28.9843,33.00513,4.02083,0.031313021855730434,0.030430807360359045,0.04043296744268486,0.0003455557791860299,0.1259043376681766,0.4154843143049828,0.2010415,0.00629521688340883,0.02077421571524914
10,FIR,300,3401412,3455855,54443,34.01412,34.55855,0.54443,0.033470564786484386,0.03276362825700244,0.04001202132550088,0.00032166678405340566,0.018222379586705695,0.06013385263612879,0.0018147666666666665,6.074126528901898e-05,0.00020044617545376264
11,IIR,50,3556266,3678005,121739,35.56266,36.78005,1.21739,0.031378648615990684,0.030733719652102986,0.04027502710531744,0.00018137391999247185,0.038200053038620896,0.12606017502744896,0.0243478,0.000764001060772418,0.002521203500548979
12,DCT,1,3778270,6252742,2474472,37.7827,62.52742,24.74472,0.03128422811808553,0.03063270326502918,0.039329540775383184,0.0001368936439030601,0.7741194651981534,2.5545942351539064,24.74472,0.7741194651981534,2.5545942351539064
