sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528399,610706,82307,5.28399,6.10706,0.82307,0.039682375804494845,0.038805867402656936,0.04775495770654696,0.00018527300637750268,0.03266137305340557,0.10778253107623838,0.00027435666666666665,1.0887124351135191e-05,3.5927510358746126e-05
2,Delta,3000,710932,744888,33956,7.10932,7.44888,0.33956,0.04052893697176608,0.037085837680516105,0.042548647586802935,0.00043472640302821906,0.013762005838132889,0.04541461926583853,0.00011318666666666665,4.587335279377629e-06,1.5138206421946176e-05
3,LZ77,200,845073,1145996,300923,8.45073,11.45996,3.00923,0.04023676570228528,0.03739764648829603,0.046834755666029675,0.00015082336147724916,0.12108168245428794,0.3995695520991502,0.015046150000000001,0.0006054084122714396,0.001997847760495751
4,Huffman,500,1246169,1410418,164249,12.46169,14.10418,1.64249,0.03983512024330795,0.03807464085352486,0.04581019534203019,0.0002988693446291438,0.06542878664843088,0.21591499593982189,0.00328498,0.00013085757329686176,0.0004318299918796438
5,AES-128,100,1510866,1560204,49338,15.10866,15.60204,0.49338,0.03986839386522453,0.037137777300671616,0.04813482251545524,0.00018465102532802207,0.01967026816522448,0.06491188494524078,0.0049337999999999995,0.0001967026816522448,0.0006491188494524078
6,SHA-256,500,1660419,1721502,61083,16.60419,17.21502,0.61083,0.04047750170071957,0.03739764648829603,0.047863433480143235,0.00036873471545814234,0.024724872363850535,0.08159207880070676,0.00122166,4.944974472770107e-05,0.00016318415760141353
7,ChaCha20,3000,1821603,2169253,347650,18.21603,21.69253,3.4765,0.04003518744491534,0.03938197084449966,0.04862404134377361,0.00015318977096305677,0.13918232915224818,0.45930168620241896,0.0011588333333333333,4.639410971741606e-05,0.00015310056206747298
8,CRC32,3000,2269471,2484506,215035,22.69471,24.84506,2.15035,0.04044098166799045,0.03739764648829603,0.04329344702578477,0.00018296774221222,0.08696226492976326,0.28697547426821873,0.0007167833333333333,2.8987421643254422e-05,9.565849142273958e-05
9,FFT,20,2584630,2906297,321667,25.8463,29.06297,3.21667,0.03752924820558325,0.03656706879739943,0.04824345797010857,0.00035402932729633365,0.12071920682545349,0.3983733825239965,0.16083350000000002,0.006035960341272675,0.019918669126199825
10,FIR,300,3007033,3050588,43555,30.07033,30.50588,0.43555,0.040449369069339554,0.0372936645958769,0.04737565178133839,0.00028853378083112605,0.01761772269815084,0.05813848490389777,0.0014518333333333334,5.872574232716947e-05,0.00019379494967965925
11,IIR,50,3150933,3248324,97391,31.50933,32.48324,0.97391,0.03781026827599624,0.037137777300671616,0.047863433480143235,0.0001885621705572855,0.0368237983766755,0.12151853464302914,0.0194782,0.00073647596753351,0.002430370692860583
12,DCT,1,3348553,5328131,1979578,33.48553,53.28131,19.79578,0.03755168823521704,0.036774439481168625,0.04688879395150648,0.0001548525761920352,0.7433649589329449,2.453104364478718,19.79578,0.7433649589329449,2.453104364478718
