sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528030,651797,123767,5.2803,6.51797,1.23767,0.030063981363056325,0.029524534135721803,0.04207102844670071,0.0001744535387801165,0.03720928781361392,0.12279064978492593,0.0004125566666666667,1.2403095937871306e-05,4.093021659497531e-05
2,Delta,3000,752191,803251,51060,7.52191,8.03251,0.5106,0.029077766691188806,0.028321918354259495,0.03154349318242315,0.00041423920921653825,0.014847107672521006,0.048995455319319314,0.00017020000000000002,4.949035890840335e-06,1.6331818439773104e-05
3,LZ77,200,903589,1356101,452512,9.03589,13.56101,4.52512,0.028908176012246822,0.028172053316063192,0.039067561516647704,0.00015569850982290152,0.13081296543653834,0.43168278594057646,0.022625600000000003,0.0006540648271826917,0.0021584139297028825
4,Huffman,500,1456417,1703400,246983,14.56417,17.034,2.46983,0.028539062900189715,0.02717557639307279,0.03755370487034814,0.00020364976146853645,0.07048663372277557,0.23260589128515935,0.00493966,0.00014097326744555113,0.0004652117825703187
5,AES-128,100,1804113,1878295,74182,18.04113,18.78295,0.74182,0.028555198532164545,0.02797239294619184,0.04022240313777455,0.00018311641771030527,0.021182817375130305,0.06990329733793,0.007418200000000001,0.00021182817375130304,0.0006990329733793
6,SHA-256,500,1978662,2070507,91845,19.78662,20.70507,0.91845,0.027466527711003403,0.02648075712494946,0.038648987803739966,0.0003818746090082491,0.025226632376171076,0.08324788684136454,0.0018369,5.045326475234215e-05,0.00016649577368272909
7,ChaCha20,3000,2170717,2693493,522776,21.70717,26.93493,5.22776,0.027119746011749903,0.026530312935038915,0.03938197084449966,0.00013574697123366395,0.14177552341038568,0.46785922725427276,0.0017425866666666667,4.725850780346189e-05,0.00015595307575142425
8,CRC32,3000,2793862,3117221,323359,27.93862,31.17221,3.23359,0.03044128864850992,0.029826214602168458,0.03527513662264073,0.0001832720832062651,0.09843464656093519,0.3248343336510861,0.0010778633333333332,3.281154885364506e-05,0.0001082781112170287
9,FFT,20,3217448,3701142,483694,32.17448,37.01142,4.83694,0.028654694712778754,0.0278726311959949,0.041859049823856465,0.0002784342364033753,0.13860103904402807,0.4573834288452926,0.241847,0.006930051952201403,0.02286917144226463
10,FIR,300,3802294,3867788,65494,38.02294,38.67788,0.65494,0.028788519203604368,0.028221996923005498,0.03948686520010197,0.00018087903549704332,0.018854752767208643,0.062220684131788516,0.002183133333333333,6.284917589069548e-05,0.00020740228043929505
11,IIR,50,3968360,4114809,146449,39.6836,41.14809,1.46449,0.027233677060527994,0.02662945877258721,0.03974930069042905,0.00016153272149163083,0.03988344771837264,0.1316153774706297,0.0292898,0.0007976689543674529,0.002632307549412594
12,DCT,1,4215210,7192022,2976812,42.1521,71.92022,29.76812,0.02716789116804317,0.026530312935038915,0.0383877499213408,0.00013180631511199942,0.8087370444372493,2.668832246642922,29.76812,0.8087370444372493,2.668832246642922
