sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,519030,602830,83800,5.1903,6.0283,0.838,0.0449325918299822,0.021970416565439323,0.049223230104150695,0.0006854746974810236,0.037653511953525086,0.12425658944663277,0.0002793333333333333,1.2551170651175029e-05,4.141886314887759e-05
2,Delta,3000,701346,735171,33825,7.01346,7.35171,0.33825,0.05658667341879872,0.0220177177793636,0.07107347579007697,0.0014222650010278207,0.019140442283908668,0.0631634595368986,0.00011275,6.380147427969556e-06,2.1054486512299535e-05
3,LZ77,200,833692,1188634,354942,8.33692,11.88634,3.54942,0.03809577057997555,0.022115970215095124,0.039696790780784065,0.0002589029226076848,0.13521789001197682,0.4462190370395235,0.017747100000000002,0.000676089450059884,0.0022310951851976174
4,Huffman,100,1287148,1319911,32763,12.87148,13.19911,0.32763,0.04415415907759415,0.02192192149380031,0.06121175044718931,0.006826748787154539,0.01446622713859217,0.04773854955735416,0.0032763,0.0001446622713859217,0.0004773854955735416
5,AES-128,100,1418597,1464057,45460,14.18597,14.64057,0.4546,0.04613487591386207,0.038858183413875515,0.056129142503466505,0.0009209297879443249,0.020972914590441698,0.0692106181484576,0.004546,0.000209729145904417,0.0006921061814845759
6,SHA-256,500,1562578,1601230,38652,15.62578,16.0123,0.38652,0.044386439180081366,0.02192192149380031,0.04949604486318641,0.0015371897593836076,0.01715624647188505,0.05661561335722066,0.0007730399999999999,3.43124929437701e-05,0.00011323122671444132
7,ChaCha20,3000,1699691,2060381,360690,16.99691,20.60381,3.6069,0.04972309106956419,0.0221645109098933,0.0524606136839072,0.0017568302300421444,0.17934621717881108,0.5918425166900765,0.0012023,5.978207239293703e-05,0.00019728083889669217
8,CRC32,3000,2158912,2340673,181761,21.58912,23.40673,1.81761,0.04321996630574637,0.022455994600267953,0.04452189926766757,0.00021128670294579186,0.07855704295698766,0.25923824175805926,0.00060587,2.6185680985662555e-05,8.641274725268642e-05
9,FFT,20,2439172,2610965,171793,24.39172,26.10965,1.71793,0.04766128811772072,0.02962504866804486,0.05467803347294945,0.003501646307892581,0.08187875669607596,0.27019989709705067,0.0858965,0.004093937834803798,0.013509994854852533
10,FIR,300,2709757,2752149,42392,27.09757,27.52149,0.42392,0.0387689606484056,0.022261626516859027,0.04043296744268486,0.00022413603268160603,0.0164349377980721,0.05423529473363793,0.0014130666666666667,5.4783125993573675e-05,0.0001807843157787931
11,IIR,50,2850793,2933511,82718,28.50793,29.33511,0.82718,0.050304860392358236,0.02240738547073104,0.0530132577626993,0.000779733064072717,0.04161117441935089,0.1373168755838579,0.016543600000000002,0.0008322234883870178,0.0027463375116771583
12,DCT,1,3032108,3453229,421121,30.32108,34.53229,4.21121,0.05046501658239172,0.022455994600267953,0.054233089574047925,0.0006003202490387378,0.21251878248193384,0.7013119821903816,4.21121,0.21251878248193384,0.7013119821903816
