sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528044,651811,123767,5.28044,6.51811,1.23767,0.030033902714743408,0.029373847880660636,0.041859049823856465,0.0002050994904595594,0.03717206037295648,0.12266779923075637,0.0004125566666666667,1.2390686790985492e-05,4.088926641025212e-05
2,Delta,3000,752205,803265,51060,7.52205,8.03265,0.5106,0.02902269938147345,0.028221996923005498,0.03169565078436718,0.0004493317349918128,0.014818990304180345,0.048902668003795134,0.00017020000000000002,4.939663434726782e-06,1.630088933459838e-05
3,LZ77,200,903603,1356116,452513,9.03603,13.56116,4.52513,0.02881778118300884,0.028022290929974998,0.037085837680516105,0.00020598572041221125,0.1304042061646688,0.430333880343407,0.02262565,0.000652021030823344,0.0021516694017170352
4,Huffman,500,1456433,1703415,246982,14.56433,17.03415,2.46982,0.028417950943415808,0.027026498354371972,0.037605747142611744,0.00022665097580441783,0.07018722359906723,0.23161783787692186,0.0049396399999999995,0.00014037444719813448,0.0004632356757538437
5,AES-128,100,1804128,1878311,74183,18.04128,18.78311,0.74183,0.028466731691256138,0.027424267906703277,0.04048563703338692,0.00019093018119458653,0.02111747557052454,0.06968766938273098,0.0074183,0.0002111747557052454,0.0006968766938273098
6,SHA-256,500,1978678,2070523,91845,19.78678,20.70523,0.91845,0.02733282390871685,0.026431212720649782,0.03802249592915313,0.00035648592674019774,0.02510383211896099,0.08284264599257127,0.0018369,5.020766423792198e-05,0.00016568529198514252
7,ChaCha20,3000,2170732,2693509,522777,21.70732,26.93509,5.22777,0.027039909330563314,0.026282647942489506,0.03943441231940592,0.00014256541373862188,0.14135842680103897,0.46648280844342854,0.0017425899999999998,4.7119475600346324e-05,0.00015549426948114286
8,CRC32,3000,2793877,3117236,323359,27.93877,31.17236,3.23359,0.030346904533640744,0.029675323042891073,0.036256354945439336,0.00017769739132915272,0.09812944703093537,0.3238271752020867,0.0010778633333333332,3.2709815676978456e-05,0.0001079423917340289
9,FFT,20,3217463,3701156,483693,32.17463,37.01156,4.83693,0.028584476952750217,0.027772915068957123,0.041859049823856465,0.0002820047891171655,0.1382611141070661,0.4562616765533181,0.2418465,0.006913055705353305,0.022813083827665906
10,FIR,300,3802308,3867802,65494,38.02308,38.67802,0.65494,0.028692820807568197,0.028022290929974998,0.039591805178863425,0.00017210469503250927,0.018792076059708715,0.06201385099703876,0.002183133333333333,6.264025353236238e-05,0.00020671283665679585
11,IIR,50,3968374,4114822,146448,39.68374,41.14822,1.46448,0.027172247351256576,0.02657988015091817,0.039696790780784065,0.00016909166735708898,0.03979321280096823,0.13131760224319516,0.0292896,0.0007958642560193646,0.002626352044863903
12,DCT,1,4215223,7192023,2976800,42.15223,71.92023,29.768,0.027100936095690763,0.026431212720649782,0.037345649839191565,0.0001417950048105254,0.8067406656965227,2.662244196798525,29.768,0.8067406656965227,2.662244196798525
