sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528052,651819,123767,5.28052,6.51819,1.23767,0.030078592812053374,0.029424065226557907,0.041329901672031155,0.0001753115230341892,0.0372273719656941,0.12285032748679053,0.0004125566666666667,1.2409123988564701e-05,4.095010916226351e-05
2,Delta,3000,752213,803273,51060,7.52213,8.03273,0.5106,0.029079046357019682,0.028221996923005498,0.03291660707581135,0.00040790841225100136,0.014847761069894251,0.04899761153065103,0.00017020000000000002,4.9492536899647504e-06,1.6332537176883676e-05
3,LZ77,200,903611,1356122,452511,9.03611,13.56122,4.52511,0.028902028326042398,0.028221996923005498,0.03917231900277253,0.00014582402545770468,0.13078485739845772,0.4315900294149104,0.022625549999999998,0.0006539242869922886,0.0021579501470745522
4,Huffman,500,1456439,1703421,246982,14.56439,17.03421,2.46982,0.02856736998328717,0.02717557639307279,0.037501674003874316,0.00020903476513612092,0.07055626173212232,0.23283566371600364,0.0049396399999999995,0.00014111252346424462,0.0004656713274320073
5,AES-128,100,1804134,1878316,74182,18.04134,18.78316,0.74182,0.028546100169954073,0.028022290929974998,0.04038030925777261,0.00017890079338218461,0.021176068028075333,0.06988102449264859,0.007418200000000001,0.00021176068028075332,0.0006988102449264859
6,SHA-256,500,1978683,2070528,91845,19.78683,20.70528,0.91845,0.027507289970090616,0.026530312935038915,0.038858183413875515,0.00033801294976740015,0.025264070473029726,0.08337143256099809,0.0018369,5.052814094605945e-05,0.00016674286512199617
7,ChaCha20,3000,2170737,2693513,522776,21.70737,26.93513,5.22776,0.02721605654098427,0.026381679722139905,0.03948686520010197,0.00014849483713325813,0.14227901174269592,0.4695207387508965,0.0017425866666666667,4.7426337247565306e-05,0.0001565069129169655
8,CRC32,3000,2793881,3117240,323359,27.93881,31.1724,3.23359,0.030441668849541997,0.029424065226557907,0.036930087254788316,0.0001703567822567944,0.0984358759751905,0.32483839071812864,0.0010778633333333332,3.2811958658396835e-05,0.00010827946357270955
9,FFT,20,3217466,3701160,483694,32.17466,37.0116,4.83694,0.028761789536552538,0.02792250636819848,0.041806083682619885,0.0002898058232424924,0.13911905028093244,0.45909286592707704,0.241847,0.006955952514046622,0.02295464329635385
10,FIR,300,3802312,3867806,65494,38.02312,38.67806,0.65494,0.028828273916182392,0.028122121114910668,0.03948686520010197,0.00024754644334781605,0.018880789718664494,0.06230660607159283,0.002183133333333333,6.293596572888165e-05,0.00020768868690530944
11,IIR,50,3968378,4114826,146448,39.68378,41.14826,1.46448,0.02734769022868051,0.026728650233294664,0.03938197084449966,0.0001701681289649015,0.04005014538609803,0.1321654797741235,0.0292896,0.0008010029077219606,0.0026433095954824697
12,DCT,1,4215227,7192035,2976808,42.15227,71.92035,29.76808,0.027259482338598883,0.02657988015091817,0.03802249592915313,0.00014434022775119016,0.8114624510139987,2.6778260883461957,29.76808,0.8114624510139987,2.6778260883461957
