sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,518888,613087,94199,5.18888,6.13087,0.94199,0.03556161566423345,0.029022645821493897,0.03922471485451962,0.0004737015705155876,0.03349868633955127,0.11054566492051918,0.0003139966666666667,1.1166228779850422e-05,3.684855497350639e-05
2,Delta,3000,711645,749696,38051,7.11645,7.49696,0.38051,0.03591032058998245,0.030733719652102986,0.04949604486318641,0.000371245806505541,0.013664236087694221,0.04509197908939093,0.00012683666666666669,4.55474536256474e-06,1.5030659696463643e-05
3,LZ77,200,848213,1247352,399139,8.48213,12.47352,3.99139,0.033085217043047226,0.03154349318242315,0.0349661336391491,0.0002530219753462852,0.13205600445344826,0.4357848146963792,0.01995695,0.0006602800222672413,0.002178924073481896
4,Huffman,100,1345889,1382767,36878,13.45889,13.82767,0.36878,0.03801287706137771,0.029323641940553164,0.05395537032540263,0.005720357277323527,0.014018388802694872,0.046260683048893074,0.0036877999999999998,0.0001401838880269487,0.0004626068304889307
5,AES-128,100,1481525,1532734,51209,14.81525,15.32734,0.51209,0.03936998680636956,0.03271265812897906,0.04829779280611993,0.0015855104295130352,0.020160976543673787,0.06653122259412349,0.0051209,0.00020160976543673786,0.0006653122259412348
6,SHA-256,500,1631342,1674796,43454,16.31342,16.74796,0.43454,0.0386902550328123,0.02912293223802116,0.04651076547475435,0.003305543386798035,0.016812463421958256,0.055481129292462246,0.0008690799999999999,3.362492684391651e-05,0.0001109622585849245
7,ChaCha20,3000,1773296,2179122,405826,17.73296,21.79122,4.05826,0.04293584267798552,0.029273447406235477,0.04484335737360958,0.0013870955867813033,0.17424481290636148,0.5750078825909929,0.0013527533333333333,5.808160430212049e-05,0.00019166929419699763
8,CRC32,3000,2277735,2482165,204430,22.77735,24.82165,2.0443,0.03587721149947004,0.0320510843915459,0.053567042420470376,0.0003592561164060054,0.07334378346836659,0.24203448544560974,0.0006814333333333332,2.4447927822788863e-05,8.067816181520325e-05
9,FFT,20,2580636,2767779,187143,25.80636,27.67779,1.87143,0.0423783291997462,0.032203584167183635,0.047700736928433504,0.0028031155848572994,0.07930807661428102,0.26171665282712736,0.0935715,0.003965403830714051,0.013085832641356368
10,FIR,300,2866577,2914259,47682,28.66577,29.14259,0.47682,0.03961387243101179,0.029424065226557907,0.04106575531323562,0.00020643659796598925,0.018888686652555043,0.06233266595343164,0.0015894000000000001,6.296228884185015e-05,0.00020777555317810548
11,IIR,50,3012903,3101230,88327,30.12903,31.0123,0.88327,0.04292659270676252,0.02947429397824496,0.04505789089336672,0.0003624900339106809,0.03791577154010213,0.125122046082337,0.0176654,0.0007583154308020427,0.00250244092164674
12,DCT,1,3199833,3682363,482530,31.99833,36.82363,4.8253,0.04375353445913686,0.033990333066500615,0.049933141578712634,0.0004641870574072985,0.2111239298256731,0.6967089684247212,4.8253,0.2111239298256731,0.6967089684247212
