sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528090,651857,123767,5.2809,6.51857,1.23767,0.02997084308317579,0.029373847880660636,0.041859049823856465,0.00017704617611226118,0.03709401335875418,0.12241024408388879,0.0004125566666666667,1.2364671119584728e-05,4.08034146946296e-05
2,Delta,3000,752252,803312,51060,7.52252,8.03312,0.5106,0.029108445085589962,0.028321918354259495,0.03169565078436718,0.0004012076601710027,0.014862772060702236,0.049047147800317374,0.00017020000000000002,4.954257353567412e-06,1.6349049266772457e-05
3,LZ77,200,903651,1356165,452514,9.03651,13.56165,4.52514,0.028827112533890222,0.028122121114910668,0.0384922108569311,0.00016529711923729515,0.130446720011608,0.4304741760383064,0.022625700000000002,0.00065223360005804,0.002152370880191532
4,Huffman,500,1456482,1703466,246984,14.56482,17.03466,2.46984,0.0284665586886071,0.02707617962814913,0.03744965454319027,0.0002301243848736437,0.07030784531146936,0.23201588952784888,0.00493968,0.00014061569062293871,0.0004640317790556978
5,AES-128,100,1804179,1878362,74183,18.04179,18.78362,0.74183,0.02855585453272249,0.027673244565078504,0.040327662478650134,0.00018982502749333657,0.021183589568009524,0.06990584557443143,0.0074183,0.00021183589568009523,0.0006990584557443143
6,SHA-256,500,1978729,2070574,91845,19.78729,20.70574,0.91845,0.027430654242949992,0.026530312935038915,0.0384922108569311,0.0003354737041040912,0.02519368438943742,0.08313915848514349,0.0018369,5.038736877887484e-05,0.00016627831697028697
7,ChaCha20,3000,2170785,2693563,522778,21.70785,26.93563,5.22778,0.027106756906959916,0.026381679722139905,0.039591805178863425,0.00015764109526813778,0.1417081616230669,0.4676369333561208,0.0017425933333333333,4.723605387435563e-05,0.00015587897778537358
8,CRC32,3000,2793931,3117291,323360,27.93931,31.17291,3.2336,0.03039856852445407,0.029725608823527077,0.03589437441492131,0.00017970656363441103,0.09829681118067468,0.3243794768962264,0.0010778666666666668,3.276560372689156e-05,0.00010812649229874214
9,FFT,20,3217518,3701214,483696,32.17518,37.01214,4.83696,0.02861143848179848,0.027822767429581122,0.04207102844670071,0.00024326466392079606,0.13839238347892,0.456694865480436,0.241848,0.006919619173946,0.0228347432740218
10,FIR,300,3802366,3867860,65494,38.02366,38.6786,0.65494,0.028681224671379152,0.027523824352683995,0.03943441231940592,0.00016626712538711874,0.01878448128627306,0.061988788244701096,0.002183133333333333,6.26149376209102e-05,0.00020662929414900366
11,IIR,50,3968432,4114881,146449,39.68432,41.14881,1.46449,0.027215260313024434,0.026530312935038915,0.03980182200586384,0.0001767386795955534,0.039856476575821156,0.1315263727002098,0.0292898,0.0007971295315164232,0.0026305274540041963
12,DCT,1,4215282,7192094,2976812,42.15282,71.92094,29.76812,0.02715003059800271,0.026431212720649782,0.03770986590450836,0.00015082101254406148,0.8082053688450164,2.667077717188554,29.76812,0.8082053688450164,2.667077717188554
