sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528454,631338,102884,5.28454,6.31338,1.02884,0.032874821370384104,0.03225444023730912,0.04043296744268486,0.00016780516366018941,0.03382293121870598,0.11161567302172971,0.00034294666666666665,1.1274310406235327e-05,3.720522434057657e-05
2,Delta,3000,731599,774043,42444,7.31599,7.74043,0.42444,0.03350046278290265,0.030935889295728075,0.03589437441492131,0.0004125828675463162,0.014218936423575199,0.04692249019779816,0.00014148,4.739645474525066e-06,1.564083006593272e-05
3,LZ77,200,874255,1250408,376153,8.74255,12.50408,3.76153,0.03316661579001813,0.03083478166233595,0.039696790780784065,0.0001455570124158423,0.1247572202926269,0.41169882696566873,0.01880765,0.0006237861014631345,0.0020584941348283435
4,Huffman,500,1350603,1555914,205311,13.50603,15.55914,2.05311,0.03290927390242353,0.030986460221108823,0.03943441231940592,0.0002688975523711614,0.06756635934180477,0.22296898582795574,0.004106220000000001,0.00013513271868360955,0.0004459379716559115
5,AES-128,100,1656455,1718126,61671,16.56455,17.18126,0.61671,0.03291736345084148,0.03235618659492947,0.04022240313777455,0.00017169323359526284,0.02030046721376845,0.06699154180543589,0.0061671,0.0002030046721376845,0.0006699154180543589
6,SHA-256,500,1818376,1894729,76353,18.18376,18.94729,0.76353,0.03341582812969908,0.032407076882424335,0.04043296744268486,0.0003547064458905727,0.02551398725186914,0.08419615793116815,0.00152706,5.1027974503738275e-05,0.0001683923158623363
7,ChaCha20,3000,1994835,2429396,434561,19.94835,24.29396,4.34561,0.033188596855478245,0.03255981617964764,0.04085464353041539,0.00014735589638330024,0.1442246983811348,0.4759415046577448,0.0014485366666666666,4.807489946037827e-05,0.00015864716821924828
8,CRC32,3000,2529649,2798442,268793,25.29649,27.98442,2.68793,0.033426294908998205,0.031087636289239676,0.03656706879739943,0.0001732442865707237,0.08984754087474355,0.29649688488665366,0.0008959766666666667,2.994918029158118e-05,9.883229496221789e-05
9,FFT,20,2898576,3300657,402081,28.98576,33.00657,4.02081,0.03124313306462643,0.030279505192649235,0.040696429454093026,0.00029332419852436267,0.1256227018575806,0.41455491613001594,0.2010405,0.006281135092879029,0.020727745806500796
10,FIR,300,3401556,3455999,54443,34.01556,34.55999,0.54443,0.033485347600230315,0.03266169940674546,0.03985435472708841,0.0002928188239649146,0.01823042779399339,0.06016041172017818,0.0018147666666666665,6.076809264664463e-05,0.00020053470573392726
11,IIR,50,3556408,3678147,121739,35.56408,36.78147,1.21739,0.03146561776571984,0.030784244954324573,0.04022240313777455,0.00024116929815105013,0.03830592841180968,0.12640956375897194,0.0243478,0.0007661185682361935,0.002528191275179439
12,DCT,1,3778413,6252882,2474469,37.78413,62.52882,24.74469,0.031285283241333874,0.03063270326502918,0.03948686520010197,0.00013659073911373673,0.7741446353690018,2.554677296717706,24.74469,0.7741446353690018,2.554677296717706
