sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,532452,683281,150829,5.32452,6.83281,1.50829,0.025198942316200162,0.022845278244995715,0.028172053316063192,0.0004334360203615683,0.03800731270610154,0.12542413193013507,0.0005027633333333333,1.266910423536718e-05,4.1808043976711694e-05
2,Delta,3000,782092,843008,60916,7.82092,8.43008,0.60916,0.03143137468896835,0.0273745067923976,0.042283189562181585,0.0003487034253206425,0.019146736205531964,0.06318422947825547,0.00020305333333333334,6.382245401843988e-06,2.1061409826085158e-05
3,LZ77,200,941730,1580771,639041,9.4173,15.80771,6.39041,0.02451238977738302,0.013703942642374903,0.02872206031086706,0.0006996550858123351,0.15664422075728623,0.5169259284990445,0.03195205,0.0007832211037864311,0.0025846296424952226
4,Huffman,100,1679465,1738449,58984,16.79465,17.38449,0.58984,0.027219382928875623,0.01893750255964043,0.04873288210264314,0.006458453643903693,0.016055080826767997,0.052981766728334385,0.005898400000000001,0.00016055080826767997,0.0005298176672833438
5,AES-128,100,1837548,1917272,79724,18.37548,19.17272,0.79724,0.028621724348738962,0.017130013568336423,0.03255981617964764,0.00038364814160623135,0.022818383519788647,0.07530066561530253,0.0079724,0.00022818383519788648,0.0007530066561530253
6,SHA-256,500,2016015,2085041,69026,20.16015,20.85041,0.69026,0.028316215562817996,0.02090615972682233,0.035378228863456276,0.0014632285173136392,0.01954555095439075,0.06450031814948946,0.0013805199999999999,3.90911019087815e-05,0.00012900063629897894
7,ChaCha20,3000,2183651,2832756,649105,21.83651,28.32756,6.49105,0.02759609307860186,0.014262957864565821,0.03184791103841933,0.00022798441345922926,0.17912761997785862,0.5911211459269334,0.0021636833333333336,5.970920665928621e-05,0.00019704038197564447
8,CRC32,3000,2931505,3258730,327225,29.31505,32.5873,3.27225,0.022974189587415757,0.013750464512380305,0.02445878929629046,0.00013333504169891417,0.07517729187742121,0.24808506319548998,0.0010907500000000001,2.5059097292473738e-05,8.269502106516333e-05
9,FFT,20,3357309,3638375,281066,33.57309,36.38375,2.81066,0.027577413440113593,0.020665053063402,0.034041588339268736,0.001987934199287879,0.07751073285958968,0.25578541843664593,0.140533,0.0038755366429794836,0.012789270921832296
10,FIR,300,3737538,3813854,76316,37.37538,38.13854,0.76316,0.02152824416364612,0.01741431161114356,0.023723835400443958,0.00015818905330913167,0.01642949481592817,0.05421733289256296,0.0025438666666666664,5.4764982719760574e-05,0.00018072444297520987
11,IIR,50,3912722,4045684,132962,39.12722,40.45684,1.32962,0.029895532876433904,0.02090615972682233,0.03337615944488667,0.0005627476872875167,0.039749698423164045,0.13117400479644134,0.026592400000000002,0.000794993968463281,0.0026234800959288266
12,DCT,1,4144464,4892244,747780,41.44464,48.92244,7.4778,0.0295431088018243,0.019080900515025968,0.03393908919952227,0.0004558349111864147,0.22091745899828175,0.7290276146943298,7.4778,0.22091745899828175,0.7290276146943298
