sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,536597,597238,60641,5.36597,5.97238,0.60641,0.0627433487546913,0.042814390756169024,0.06808471507062776,0.0013743501926439942,0.03804819411833235,0.12555904059049675,0.00020213666666666667,1.268273137277745e-05,4.185301353016558e-05
2,Delta,3000,697419,715556,18137,6.97419,7.15556,0.18137,0.06564540666623687,0.053910478521097295,0.07107347579007697,0.0012859279017058162,0.011906107407055382,0.03929015444328276,6.045666666666667e-05,3.96870246901846e-06,1.3096718147760919e-05
3,LZ77,200,815709,1120898,305189,8.15709,11.20898,3.05189,0.0606152885429024,0.04572123943496546,0.06808471507062776,0.0013807795927846672,0.18499119295119842,0.6104709367389548,0.01525945,0.0009249559647559921,0.003052354683694774
4,Huffman,200,1221057,1272373,51316,12.21057,12.72373,0.51316,0.061109034080207826,0.04497737762217515,0.06883175163354828,0.0016507114289273429,0.031358711928599445,0.10348374936437817,0.0025657999999999996,0.00015679355964299722,0.0005174187468218909
5,AES-128,1000,1372738,1687808,315070,13.72738,16.87808,3.1507,0.061844062598932624,0.04423361822067938,0.06808471507062776,0.0013611624246695241,0.19485208803045703,0.6430118905005082,0.0031507,0.00019485208803045703,0.0006430118905005083
6,SHA-256,1000,1788001,1859386,71385,17.88001,18.59386,0.71385,0.06311506046330637,0.04348996123047813,0.06808471507062776,0.0013709854902766848,0.04505468591173125,0.1486804635087131,0.00071385,4.505468591173125e-05,0.00014868046350871312
7,ChaCha20,3000,1959502,2073158,113656,19.59502,20.73158,1.13656,0.06449946460328684,0.04274640665157139,0.07107347579007697,0.0012846224973789564,0.0733075114895117,0.2419147879153886,0.00037885333333333333,2.4435837163170565e-05,8.063826263846287e-05
8,CRC32,3000,2173365,2304206,130841,21.73365,23.04206,1.30841,0.061558987800115324,0.05316549018406724,0.0665909491786703,0.001354999009521603,0.0805443952275489,0.26579650425091134,0.0004361366666666667,2.68481317425163e-05,8.859883475030377e-05
9,FFT,50,2404344,2726117,321773,24.04344,27.26117,3.21773,0.05813724734716733,0.04348996123047813,0.06509759293189092,0.0013448264082452572,0.18706996490640074,0.6173308841911224,0.0643546,0.0037413992981280147,0.012346617683822447
10,FIR,300,2826448,2852853,26405,28.26448,28.52853,0.26405,0.06186494228734286,0.04497737762217515,0.0665909491786703,0.0013755914463514788,0.016335438010972883,0.05390694543621051,0.0008801666666666667,5.4451460036576274e-05,0.0001796898181207017
11,IIR,50,2953087,3017256,64169,29.53087,30.17256,0.64169,0.05732125491443223,0.04348996123047813,0.06360464633028964,0.0013310248734852835,0.03678247606604202,0.12138217101793866,0.0128338,0.0007356495213208404,0.002427643420358773
12,DCT,1,3117448,3544433,426985,31.17448,35.44433,4.26985,0.06021000781545128,0.04274640665157139,0.06584421984963336,0.0013684207522429378,0.25708770187080465,0.8483894161736553,4.26985,0.25708770187080465,0.8483894161736553
