sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,536599,597241,60642,5.36599,5.97241,0.60642,0.06418224349908913,0.04348996123047813,0.06957889060776333,0.001308647087117801,0.03892139610271763,0.12844060713896818,0.00020213999999999999,1.2973798700905876e-05,4.2813535712989396e-05
2,Delta,3000,697421,715558,18137,6.97421,7.15558,0.18137,0.06720777428666698,0.05167582074389071,0.07256847061756873,0.0013284898818513077,0.01218947402237279,0.040225264273830205,6.045666666666667e-05,4.063158007457597e-06,1.3408421424610069e-05
3,LZ77,200,815712,1120901,305189,8.15712,11.20901,3.05189,0.062082202792284207,0.04423361822067938,0.06808471507062776,0.0013727729707565695,0.18946805387974425,0.625244577803156,0.01525945,0.0009473402693987213,0.00312622288901578
4,Huffman,200,1221060,1272375,51315,12.2106,12.72375,0.51315,0.06242145787683152,0.04720927029442963,0.06957889060776333,0.0016285819959646574,0.032031571109496094,0.1057041846613371,0.00256575,0.00016015785554748048,0.0005285209233066855
5,AES-128,1000,1372741,1687811,315070,13.72741,16.87811,3.1507,0.06361883962923352,0.04572123943496546,0.07107347579007697,0.0013382399737196285,0.20044387801982608,0.661464797465426,0.0031507,0.00020044387801982608,0.000661464797465426
6,SHA-256,1000,1788003,1859389,71386,17.88003,18.59389,0.71386,0.06497562424602012,0.04646520365905028,0.07107347579007697,0.0012838024233956364,0.04638349912426393,0.15306554711007095,0.0007138600000000001,4.6383499124263926e-05,0.00015306554711007095
7,ChaCha20,3000,1959504,2073160,113656,19.59504,20.7316,1.13656,0.06601556790970718,0.04348996123047813,0.07182092199817557,0.0013217588211910135,0.0750306538634568,0.2476011577494074,0.00037885333333333333,2.50102179544856e-05,8.253371924980248e-05
8,CRC32,3000,2173367,2304208,130841,21.73367,23.04208,1.30841,0.06334350217910698,0.05018656094889225,0.06957889060776333,0.0013313725418915986,0.08287927168616536,0.2735015965643457,0.0004361366666666667,2.7626423895388456e-05,9.11671988547819e-05
9,FFT,50,2404347,2726119,321772,24.04347,27.26119,3.21772,0.05974796362530353,0.04348996123047813,0.0665909491786703,0.0013812965096316532,0.19225221751641167,0.6344323178041584,0.06435439999999999,0.003845044350328233,0.012688646356083168
10,FIR,300,2826451,2852855,26404,28.26451,28.52855,0.26404,0.06309676191440539,0.04497737762217515,0.06808471507062776,0.0013559656676501934,0.0166600690158796,0.05497822775240267,0.0008801333333333333,5.553356338626533e-05,0.00018326075917467557
11,IIR,50,2953089,3017258,64169,29.53089,30.17258,0.64169,0.05895794068129353,0.04348996123047813,0.06509759293189092,0.0012896346052918104,0.03783272095577924,0.12484797915407149,0.0128338,0.0007566544191155848,0.00249695958308143
12,DCT,1,3117451,3544434,426983,31.17451,35.44434,4.26983,0.062094717880300694,0.04572123943496546,0.06808471507062776,0.00135020566377221,0.2651338892468443,0.8749418345145861,4.26983,0.2651338892468443,0.8749418345145861
