board,sequence_position,algorithm,captures,iterations_per_capture,duration_per_call_us_mean,duration_per_call_us_sd,mean_current_mA_mean,mean_current_mA_sd,charge_per_call_uC_mean,charge_per_call_uC_sd,energy_per_call_mJ_mean,energy_per_call_mJ_sd,energy_voltage_component_mJ
esp32,1,RLE,10,3000,303.253,0.0010540925534003424,41.2279721508769,0.02146675884207509,12.502506253086377,0.006540669787174379,0.04125827063518504,2.1584210297675526e-05,0.00012502506253086378
esp32,2,Delta,10,3000,90.697,0.0010540925533917712,42.21599252379258,0.019837246269067,3.828863872369536,0.0017960291490543249,0.01263525077881947,5.926896191878738e-06,3.828863872369537e-05
esp32,3,LZ77,10,200,22893.114999999998,0.02415229457767691,39.91783511925958,0.021355683581633523,913.8435900063392,0.4890446024572828,3.0156838470209193,0.0016138471881089818,0.009138435900063392
esp32,4,Huffman,10,200,3849.0700000000006,0.025819888974562773,39.974926938394454,0.023143489510828685,153.86629229157043,0.08958616663921612,0.5077587645621824,0.00029563434990940887,0.0015386629229157045
esp32,5,AES-128,10,1000,4726.932000000001,0.004216370213167087,40.647080452155706,0.02256577287040746,192.13598525567772,0.1065865363791459,0.6340487513437366,0.0003517355700511961,0.0019213598525567777
esp32,6,SHA-256,10,1000,1070.929,0.0031622776600810283,41.41131169661427,0.026661212857819777,44.348574650616996,0.028598559372371598,0.1463502963470361,9.437524592883194e-05,0.00044348574650617006
esp32,7,ChaCha20,10,3000,568.364,0.0014054567378442664,42.307775257914315,0.021742218573089528,24.046216363016814,0.012328041067028827,0.07935251399795548,4.068253552119825e-05,0.00024046216363016813
esp32,8,CRC32,10,3000,654.3266666666666,0.0,40.561625876493,0.020480528093377415,26.540553454346067,0.01340095567891279,0.08758382639934202,4.422315374041032e-05,0.0002654055345434607
esp32,9,FFT,10,50,96551.02,0.06324555320518625,38.22367164083499,0.01581479407982693,3690.5344852342405,1.5273833946734465,12.178763801272993,0.005040365202422565,0.03690534485234241
esp32,10,FIR,10,300,1320.4333333333334,0.0,40.18960129824674,0.019998819979613225,53.06768920758161,0.026407108528415223,0.1751233743850193,8.714345814377148e-05,0.000530676892075816
esp32,11,IIR,10,50,19253.280000000002,0.10327955590004272,37.557959769055415,0.013768386145199126,723.1139154997356,0.26462174284420964,2.386275921149127,0.0008732517513859864,0.007231139154997355
esp32,12,DCT,10,1,6405892.0,7.888106377467788,39.61062533933304,0.014270183537492634,253741.38790313445,91.1880425240887,837.3465800803435,0.30092054032949794,2.5374138790313445
rp2040,1,RLE,10,3000,342.947,0.0010540925534003424,32.94397238161787,0.07443510220168977,11.29803649097414,0.02552464701550545,0.037283520420214655,8.423133515116875e-05,0.00011298036490974139
rp2040,2,Delta,10,3000,141.48066666666668,0.0014054567378442664,33.5468472929756,0.06759984704771473,4.746230281903375,0.009543388964978835,0.015662559930281133,3.149318358443042e-05,4.746230281903374e-05
rp2040,3,LZ77,10,200,18807.65,0.09128709291804127,33.26814047507752,0.0748156251469755,625.6955406491245,1.4063407244927648,2.064795284142111,0.004640924390826131,0.006256955406491245
rp2040,4,Huffman,10,500,4106.2300000000005,0.019436506315936405,32.962418071070715,0.06733216911301279,135.35126945977615,0.276212607720473,0.4466591892172612,0.0009115016054775577,0.0013535126945977613
rp2040,5,AES-128,10,100,6167.12,0.042163702135693704,32.9846851561377,0.06337053891209764,203.42051080254717,0.3904012099582886,0.6712876856484057,0.0012883239928623514,0.0020342051080254717
rp2040,6,SHA-256,10,500,1527.0620000000001,0.0063245553202991986,33.46558770972591,0.05929401206046221,51.10402712901422,0.09043925021779942,0.1686432895257469,0.0002984495257187429,0.0005110402712901421
rp2040,7,ChaCha20,10,3000,1448.5416666666665,0.005931710140002476,33.14029211038663,0.0555229529406236,48.00509389979049,0.08038286817419522,0.1584168098693086,0.00026526346497484163,0.00048005093899790486
rp2040,8,CRC32,10,3000,895.9770000000001,0.0036683497820269202,33.45305596246447,0.05654257426971183,29.973168660615254,0.05062074290476059,0.09891145658003035,0.00016704845158570667,0.00029973168660615265
rp2040,9,FFT,10,20,201040.55000000002,0.9846036991694502,31.212747050357542,0.08249930677431204,6275.027812202019,16.576644362628386,20.70759178026666,0.05470292639667439,0.06275027812202019
rp2040,10,FIR,10,300,1814.7799999999997,0.017213259316599134,33.419677399212624,0.06630168569069697,60.6493617604937,0.12010600853936783,0.20014289380962919,0.00039634982817991006,0.0006064936176049371
rp2040,11,IIR,10,50,24347.86,0.16465452047079535,31.379362755331623,0.0603763490024517,764.0203272618064,1.4677402688303114,2.521267079963961,0.004843542887140111,0.007640203272618064
rp2040,12,DCT,10,1,24744726.0,91.31143289754759,31.253462810083107,0.03487150758920628,773358.3721555425,861.2684797911415,2552.08262811329,2.842185983310797,7.733583721555425
stm32,1,RLE,10,3000,314.185,0.15352041726922788,35.54560417247943,0.03475115774675169,11.167893379215352,0.009629570726213758,0.03685404815141066,3.1777583396506076e-05,0.00011167893379215353
stm32,2,Delta,10,3000,126.86333333333333,0.05123174170399341,35.89148581351128,0.023872568291367014,4.5533129755738155,0.0026381476512708645,0.01502593281939359,8.705887249193443e-06,4.553312975573816e-05
stm32,3,LZ77,10,200,19959.379999999997,6.400659688223414,33.0904417542328,0.026061964321309174,660.4646447723071,0.48209049616019567,2.179533327748613,0.0015908986373286233,0.00660464644772307
stm32,4,Huffman,10,100,3686.4,1.797529168361728,38.03092396273146,0.02665815014014712,140.19716710602466,0.06835571343628387,0.4626506514498814,0.0002255738543397198,0.0014019716710602466
stm32,5,AES-128,10,100,5119.570000000001,2.535547278202525,39.3817947868149,0.02540959593441726,201.6178218631472,0.1095086234472859,0.6653388121483859,0.00036137845737602023,0.0020161782186314727
stm32,6,SHA-256,10,500,868.696,0.38824963332600876,38.71510589992621,0.032374400806982354,33.6316489386648,0.019162386516557963,0.11098444149759383,6.323587550464135e-05,0.000336316489386648
stm32,7,ChaCha20,10,3000,1352.1803333333332,0.6272425446958645,42.941758367527406,0.030813674858800953,58.064988240302014,0.028222358104988028,0.1916144611929966,9.313378174645891e-05,0.00058064988240302
stm32,8,CRC32,10,3000,681.4003333333334,0.2616115771214218,35.836566124610655,0.04334949684241881,24.419043876577696,0.027041488480910085,0.08058284479270639,8.923691198700303e-05,0.000244190438765777
stm32,9,FFT,10,20,93542.4,31.32960970782428,42.34613148483059,0.03954966525498955,3961.1580377860764,3.000684167635429,13.07182152469405,0.009902257753196338,0.03961158037786076
stm32,10,FIR,10,300,1588.9166666666667,0.40161710159841946,39.633702594185365,0.03508013269987015,62.97464320605596,0.04820280835883331,0.20781632257998464,0.00015906926758414857,0.0006297464320605596
stm32,11,IIR,10,50,17657.38,3.906063662222769,42.94984571018375,0.030861051024911736,758.3816976757788,0.49249327285376243,2.50265960233007,0.0016252278004175323,0.007583816976757788
stm32,12,DCT,10,1,4823804.0,1441.7597272468545,43.76380709086382,0.030533456588298053,211107.99102852147,91.97146356169762,696.6563703941209,0.303505829753615,2.111079910285215
