sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528126,651893,123767,5.28126,6.51893,1.23767,0.03008815572686378,0.029323641940553164,0.041806083682619885,0.00018798749259138947,0.037239207698467496,0.12288938540494272,0.0004125566666666667,1.2413069232822498e-05,4.096312846831424e-05
2,Delta,3000,752288,803348,51060,7.52288,8.03348,0.5106,0.02902116857103271,0.028221996923005498,0.03169565078436718,0.00038696365065509056,0.014818208672369304,0.0489000886188187,0.00017020000000000002,4.939402890789768e-06,1.6300029539606235e-05
3,LZ77,200,903686,1356201,452515,9.03686,13.56201,4.52515,0.02875582683671639,0.027673244565078504,0.038335536562230335,0.0001427953791970429,0.13012442981016717,0.42941061837355166,0.02262575,0.0006506221490508358,0.002147053091867758
4,Huffman,500,1456518,1703501,246983,14.56518,17.03501,2.46983,0.028403911756393774,0.02707617962814913,0.0372936645958769,0.00020316037132025097,0.07015283337329403,0.2315043501318703,0.00493966,0.00014030566674658805,0.0004630087002637406
5,AES-128,100,1804214,1878397,74183,18.04214,18.78397,0.74183,0.028449211545914416,0.027673244565078504,0.04038030925777261,0.00018195052758068685,0.021104478601105692,0.06964477938364878,0.0074183,0.00021104478601105694,0.0006964477938364879
6,SHA-256,500,1978764,2070610,91846,19.78764,20.7061,0.91846,0.027358059614399292,0.025837569520657317,0.03802249592915313,0.0003651551234337243,0.025127283433441176,0.08292003533035587,0.0018369200000000001,5.025456686688235e-05,0.00016584007066071174
7,ChaCha20,3000,2170820,2693598,522778,21.7082,26.93598,5.22778,0.02703576806706028,0.026282647942489506,0.03943441231940592,0.00014263243600129677,0.14133704758561638,0.46641225703253403,0.0017425933333333333,4.711234919520546e-05,0.000155470752344178
8,CRC32,3000,2793966,3117326,323360,27.93966,31.17326,3.2336,0.03031264310502378,0.029273447406235477,0.03620460922371025,0.0001850957507840503,0.0980189627444049,0.32346257705653614,0.0010778666666666668,3.26729875814683e-05,0.00010782085901884538
9,FFT,20,3217554,3701248,483694,32.17554,37.01248,4.83694,0.028549341984108016,0.027772915068957123,0.04148852635678596,0.00022952749421800337,0.13809145421661143,0.45570179891481766,0.241847,0.006904572710830571,0.022785089945740883
10,FIR,300,3802401,3867895,65494,38.02401,38.67895,0.65494,0.02865665575632063,0.028072200319547935,0.03974930069042905,0.000190481712099621,0.018768390121044632,0.061935687399447284,0.002183133333333333,6.25613004034821e-05,0.00020645229133149095
11,IIR,50,3968468,4114917,146449,39.68468,41.14917,1.46449,0.02716377700953916,0.02657988015091817,0.04016979057602146,0.00016947982434305667,0.03978107979270001,0.13127756331591,0.0292898,0.0007956215958540001,0.0026255512663182
12,DCT,1,4215317,7192129,2976812,42.15317,71.92129,29.76812,0.027074968760652185,0.026381679722139905,0.037657800820665166,0.00014224449965310746,0.8059709190633455,2.65970403290904,29.76812,0.8059709190633455,2.65970403290904
