sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,536746,597388,60642,5.36746,5.97388,0.60642,0.0626756220471883,0.042442430159585015,0.06808471507062776,0.0013715167868321504,0.03800775072185592,0.12542557738212454,0.00020213999999999999,1.266925024061864e-05,4.1808525794041515e-05
2,Delta,3000,697568,715706,18138,6.97568,7.15706,0.18138,0.06575401140888525,0.04944208466833481,0.07107347579007697,0.0012834473508260666,0.011926462589343607,0.039357326544833905,6.046000000000001e-05,3.975487529781203e-06,1.3119108848277968e-05
3,LZ77,200,815859,1121048,305189,8.15859,11.21048,3.05189,0.06064271421080302,0.04572123943496546,0.0665909491786703,0.0013848189830994986,0.18507489307280764,0.6107471471402651,0.01525945,0.0009253744653640382,0.0030537357357013255
4,Huffman,200,1221207,1272523,51316,12.21207,12.72523,0.51316,0.060855351680959395,0.04348996123047813,0.06957889060776333,0.0016458149935532828,0.03122853226860112,0.10305415648638369,0.0025657999999999996,0.0001561426613430056,0.0005152707824319185
5,AES-128,1000,1372888,1687958,315070,13.72888,16.87958,3.1507,0.0619492431807566,0.04497737762217515,0.06808471507062776,0.0013560446653518613,0.19518348048960982,0.6441054856157123,0.0031507,0.00019518348048960983,0.0006441054856157123
6,SHA-256,1000,1788150,1859536,71386,17.8815,18.59536,0.71386,0.06331731927629482,0.04497737762217515,0.06957889060776333,0.0013541743567462817,0.045199701538575825,0.1491590150773002,0.0007138600000000001,4.5199701538575826e-05,0.0001491590150773002
7,ChaCha20,3000,1959651,2073307,113656,19.59651,20.73307,1.13656,0.06452570295443777,0.04348996123047813,0.06957889060776333,0.0012807805313277808,0.07333733294989579,0.2420131987346561,0.00037885333333333333,2.4445777649965263e-05,8.067106624488536e-05
8,CRC32,3000,2173514,2304355,130841,21.73514,23.04355,1.30841,0.061614247504229454,0.05093113964074421,0.0665909491786703,0.0013500617684161962,0.08061669757700886,0.2660351020041292,0.0004361366666666667,2.687223252566962e-05,8.867836733470974e-05
9,FFT,50,2404494,2726266,321772,24.04494,27.26266,3.21772,0.05808423872839415,0.04274640665157139,0.06509759293189092,0.0013483537180811892,0.1868988166411284,0.6167660949157237,0.06435439999999999,0.0037379763328225677,0.012335321898314473
10,FIR,300,2826598,2853003,26405,28.26598,28.53003,0.26405,0.0615770314337729,0.04423361822067938,0.0665909491786703,0.0013533063403230888,0.016259415150087733,0.05365606999528952,0.0008801666666666667,5.419805050029244e-05,0.00017885356665096506
11,IIR,50,2953236,3017405,64169,29.53236,30.17405,0.64169,0.057273228436459094,0.04423361822067938,0.06211210937386643,0.0013377530851526652,0.03675165795539143,0.12128047125279172,0.0128338,0.0007350331591078286,0.0024256094250558343
12,DCT,1,3117598,3544582,426984,31.17598,35.44582,4.26984,0.06039553761607294,0.04348996123047813,0.06509759293189092,0.0013682023574706794,0.2578792823346129,0.8510016317042225,4.26984,0.2578792823346129,0.8510016317042225
