sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,518891,613135,94244,5.18891,6.13135,0.94244,0.035590114371410755,0.030279505192649235,0.03922471485451962,0.00047199412589587174,0.03354154738819235,0.11068710638103475,0.0003141466666666667,1.1180515796064117e-05,3.6895702127011586e-05
2,Delta,3000,711694,749758,38064,7.11694,7.49758,0.38064,0.03592865542654479,0.029273447406235477,0.04944145909979969,0.0003738159681252717,0.013675883401560007,0.04513041522514802,0.00012688,4.558627800520003e-06,1.5043471741716006e-05
3,LZ77,200,848283,1247320,399037,8.48283,12.4732,3.99037,0.03312161684104339,0.03159420097728137,0.034811786125565444,0.00026773885376556953,0.1321675061939943,0.4361527704401812,0.01995185,0.0006608375309699716,0.002180763852200906
4,Huffman,100,1345766,1382630,36864,13.45766,13.8263,0.36864,0.03805254185718315,0.029273447406235477,0.054066423807491375,0.005729909726769145,0.014027689030231999,0.04629137379976559,0.0036864000000000003,0.00014027689030231998,0.0004629137379976559
5,AES-128,100,1481389,1532576,51187,14.81389,15.32576,0.51187,0.039411611512276325,0.03491467306216476,0.048515246208063224,0.001579547678271672,0.020173621584788883,0.0665729512298033,0.0051187,0.00020173621584788882,0.0006657295122980331
6,SHA-256,500,1631075,1674493,43418,16.31075,16.74493,0.43418,0.03873513529835205,0.029273447406235477,0.045971694285811986,0.0033059957958010227,0.016818021043838494,0.05549946944466703,0.00086836,3.3636042087676986e-05,0.00011099893888933406
7,ChaCha20,3000,1772942,2178457,405515,17.72942,21.78457,4.05515,0.0429762366336244,0.02947429397824496,0.044896973644864197,0.001388754513106341,0.17427508598484198,0.5751077837499785,0.0013517166666666667,5.809169532828066e-05,0.00019170259458332618
8,CRC32,3000,2276990,2481343,204353,22.7699,24.81343,2.04353,0.035884705546585634,0.03144211181007607,0.05367793622150207,0.00036049543359822407,0.07333147232561414,0.24199385867452666,0.0006811766666666667,2.4443824108538047e-05,8.066461955817555e-05
9,FFT,20,2579769,2766733,186964,25.79769,27.66733,1.86964,0.042395560589462616,0.03215273950284793,0.047863433480143235,0.002805617321497064,0.07926443590048289,0.2615726384715935,0.093482,0.003963221795024145,0.013078631923579675
10,FIR,300,2865453,2913104,47651,28.65453,29.13104,0.47651,0.03965148945714585,0.030935889295728075,0.04096017661024594,0.00020395003524243153,0.01889433124122457,0.06235129309604107,0.0015883666666666667,6.298110413741523e-05,0.00020783764365347025
11,IIR,50,3011687,3099945,88258,30.11687,30.99945,0.88258,0.04295775067477262,0.029323641940553164,0.04511155278778048,0.0003625424098737117,0.037913651590540824,0.12511505024878472,0.0176516,0.0007582730318108165,0.0025023010049756945
12,DCT,1,3198515,3680945,482430,31.98515,36.80945,4.8243,0.043761940629283326,0.029675323042891073,0.05009724104256649,0.00046637828361206286,0.21112073017785155,0.6966984095869101,4.8243,0.21112073017785155,0.6966984095869101
