sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528067,651834,123767,5.28067,6.51834,1.23767,0.03007158796329223,0.029424065226557907,0.041806083682619885,0.00017233287861183482,0.0372187022745279,0.12282171750594206,0.0004125566666666667,1.24062340915093e-05,4.094057250198069e-05
2,Delta,3000,752228,803289,51061,7.52228,8.03289,0.51061,0.02907806928259524,0.02762342642182388,0.033171799889621954,0.0004164578307743343,0.014847552956385957,0.04899692475607365,0.00017020333333333333,4.949184318795319e-06,1.633230825202455e-05
3,LZ77,200,903626,1356139,452513,9.03626,13.56139,4.52513,0.028824827166164423,0.027772915068957123,0.037085837680516105,0.0001310329544285373,0.13043609015442562,0.4304390975096045,0.02262565,0.0006521804507721281,0.0021521954875480228
4,Huffman,500,1456455,1703437,246982,14.56455,17.03437,2.46982,0.02849348498834065,0.02717557639307279,0.03791824029777904,0.00020057586783504968,0.0703737790939035,0.2322334710098815,0.0049396399999999995,0.000140747558187807,0.000464466942019763
5,AES-128,100,1804150,1878333,74183,18.0415,18.78333,0.74183,0.02853778387717194,0.027822767429581122,0.040696429454093026,0.00017770218685695494,0.02117018421360246,0.06986160790488812,0.0074183,0.0002117018421360246,0.0006986160790488812
6,SHA-256,500,1978699,2070545,91846,19.78699,20.70545,0.91846,0.02743383471072905,0.026282647942489506,0.03807464085352486,0.00035392787177140894,0.025196879828416206,0.08314970343377348,0.0018369200000000001,5.039375965683241e-05,0.00016629940686754697
7,ChaCha20,3000,2170755,2693531,522776,21.70755,26.93531,5.22776,0.027119936935308443,0.026431212720649782,0.0395393294865878,0.00013595618350943444,0.14177652151292805,0.4678625209926625,0.0017425866666666667,4.725884050430935e-05,0.00015595417366422084
8,CRC32,3000,2793899,3117258,323359,27.93899,31.17258,3.23359,0.030414335584963464,0.02977590600995287,0.036878193257791965,0.00017843117218924,0.098347491404182,0.3245467216338006,0.0010778633333333332,3.278249713472733e-05,0.0001081822405446002
9,FFT,20,3217485,3701180,483695,32.17485,37.0118,4.83695,0.02866757423955849,0.02792250636819848,0.04207102844670071,0.0002668977675682347,0.13866362321803244,0.457589956619507,0.2418475,0.006933181160901622,0.02287949783097535
10,FIR,300,3802332,3867827,65495,38.02332,38.67827,0.65495,0.028728633334485876,0.027772915068957123,0.039959454386906935,0.0001655452450686864,0.018815818402421525,0.06209220072799103,0.0021831666666666666,6.271939467473841e-05,0.00020697400242663676
11,IIR,50,3968400,4114849,146449,39.684,41.14849,1.46449,0.027232936898044558,0.02662945877258721,0.04001202132550088,0.00016429398200833325,0.03988236375781728,0.131611800400797,0.0292898,0.0007976472751563456,0.00263223600801594
12,DCT,1,4215250,7192061,2976811,42.1525,71.92061,29.76811,0.02718494358462335,0.026530312935038915,0.03755370487034814,0.00013506363604930314,0.8092443909708622,2.670506490203845,29.76811,0.8092443909708622,2.670506490203845
