sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528128,651895,123767,5.28128,6.51895,1.23767,0.030131735715228147,0.029524534135721803,0.04175312894717309,0.0001888652953394005,0.03729314534266642,0.1230673796307992,0.0004125566666666667,1.2431048447555475e-05,4.1022459876933065e-05
2,Delta,3000,752289,803349,51060,7.52289,8.03349,0.5106,0.029140308340278843,0.028221996923005498,0.03129012529497888,0.0003937993025900706,0.014879041438546379,0.049100836747203044,0.00017020000000000002,4.9596804795154595e-06,1.6366945582401014e-05
3,LZ77,200,903686,1356199,452513,9.03686,13.56199,4.52513,0.028894380916909036,0.027822767429581122,0.03901519988226996,0.00014994743208780148,0.13075082991853257,0.43147773873115747,0.02262565,0.0006537541495926628,0.0021573886936557874
4,Huffman,500,1456515,1703497,246982,14.56515,17.03497,2.46982,0.02854422800964656,0.027225291884219304,0.03807464085352486,0.0002092661219870563,0.07049910522278527,0.23264704723519136,0.0049396399999999995,0.00014099821044557054,0.00046529409447038274
5,AES-128,100,1804210,1878393,74183,18.0421,18.78393,0.74183,0.02855349585570797,0.027772915068957123,0.04064371424023182,0.0001830393542824679,0.021181839830639843,0.06990007144111147,0.0074183,0.00021181839830639843,0.0006990007144111148
6,SHA-256,500,1978759,2070604,91845,19.78759,20.70604,0.91845,0.027461205486312267,0.02603526809468484,0.0384922108569311,0.00032554462632157846,0.0252217441789035,0.08323175579038154,0.0018369,5.0443488357807e-05,0.0001664635115807631
7,ChaCha20,3000,2170814,2693590,522776,21.70814,26.9359,5.22776,0.027235346454342384,0.026282647942489506,0.03948686520010197,0.00015161777585175236,0.14237985478015294,0.4698535207745047,0.0017425866666666667,4.745995159338431e-05,0.00015661784025816823
8,CRC32,3000,2793958,3117317,323359,27.93958,31.17317,3.23359,0.030458982148176716,0.029725608823527077,0.036878193257791965,0.00017646571339462855,0.09849186008452275,0.32502313827892504,0.0010778633333333332,3.283062002817425e-05,0.00010834104609297502
9,FFT,20,3217544,3701239,483695,32.17544,37.01239,4.83695,0.028740857778376684,0.02792250636819848,0.041806083682619885,0.0002699095637040111,0.1390180920311191,0.458759703702693,0.2418475,0.006950904601555954,0.022937985185134648
10,FIR,300,3802390,3867884,65494,38.0239,38.67884,0.65494,0.028939394099262876,0.028321918354259495,0.04016979057602146,0.00018899228807604508,0.018953566771371225,0.06254677034552504,0.002183133333333333,6.317855590457075e-05,0.00020848923448508347
11,IIR,50,3968456,4114904,146448,39.68456,41.14904,1.46448,0.027321963948655107,0.02662945877258721,0.04027502710531744,0.00017674813741766,0.04001246976352643,0.13204115021963722,0.0292896,0.0008002493952705286,0.0026408230043927445
12,DCT,1,4215305,7192115,2976810,42.15305,71.92115,29.7681,0.027255931971275776,0.026530312935038915,0.03781403028956413,0.00014166290898827387,0.8113573085141345,2.6774791180966435,29.7681,0.8113573085141345,2.6774791180966435
