sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,519029,602859,83830,5.19029,6.02859,0.8383,0.044991920323698156,0.030027563028928676,0.04960525060732923,0.0006831623091765848,0.03771672680735617,0.12446519846427534,0.00027943333333333337,1.2572242269118723e-05,4.1488399488091777e-05
2,Delta,3000,701490,735336,33846,7.0149,7.35336,0.33846,0.05652180264143774,0.023092139464838003,0.07256847061756873,0.001405140004536376,0.019130369322021015,0.06313021876266935,0.00011282,6.376789774007005e-06,2.1043406254223114e-05
3,LZ77,200,833870,1188903,355033,8.3387,11.88903,3.55033,0.03813852448036601,0.02362603544609086,0.03948686520010197,0.0002567393419863157,0.13540434761837786,0.4468343471406469,0.01775165,0.0006770217380918892,0.0022341717357032345
4,Huffman,100,1287478,1320253,32775,12.87478,13.20253,0.32775,0.044164080054950025,0.028221996923005498,0.061325746623043804,0.006825290083505042,0.01447477723800987,0.04776676488543257,0.0032775,0.0001447477723800987,0.0004776676488543257
5,AES-128,100,1419014,1464494,45480,14.19014,14.64494,0.4548,0.046155282287964,0.022261626516859027,0.05395537032540263,0.0009326582506431625,0.020991422384566027,0.06927169386906788,0.004548,0.00020991422384566028,0.0006927169386906788
6,SHA-256,500,1563039,1601699,38660,15.63039,16.01699,0.3866,0.04441722227286507,0.03651525464093161,0.05026144315852846,0.001533488896830815,0.017171698130689635,0.056666603831275794,0.0007732,3.434339626137927e-05,0.00011333320766255159
7,ChaCha20,3000,1700161,2060849,360688,17.00161,20.60849,3.60688,0.0493803215284298,0.022115970215095124,0.05163378615130459,0.0017195443543839054,0.17810889411446287,0.5877593505777274,0.0012022933333333333,5.9369631371487624e-05,0.00019591978352590916
8,CRC32,3000,2159467,2341324,181857,21.59467,23.41324,1.81857,0.043088346411458485,0.02618366178599827,0.044307821979502046,0.0001860716886410382,0.07835917413348606,0.25858527464050396,0.00060619,2.611972471116202e-05,8.619509154683466e-05
9,FFT,20,2439829,2611718,171889,24.39829,26.11718,1.71889,0.04753349404727328,0.025196309494839638,0.0546223755653225,0.0035012055666012,0.08170484758291757,0.269625997023628,0.08594450000000001,0.004085242379145879,0.0134812998511814
10,FIR,300,2710511,2752894,42383,27.10511,27.52894,0.42383,0.03876898669512763,0.02235878774698391,0.04080189409918481,0.00022607935865411074,0.016431459630995942,0.054223816782286605,0.0014127666666666665,5.477153210331981e-05,0.00018074605594095534
11,IIR,50,2851548,2934324,82776,28.51548,29.34324,0.82776,0.05017170922953671,0.037137777300671616,0.05279206326170498,0.0007691291657600377,0.04153013403184131,0.13704944230507632,0.016555200000000003,0.0008306026806368263,0.0027409888461015263
12,DCT,1,3032990,3454168,421178,30.3299,34.54168,4.21178,0.05042685921025526,0.03491467306216476,0.05401089136355211,0.0005958260382023573,0.2123868370845689,0.7008765623790774,4.21178,0.2123868370845689,0.7008765623790774
