sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,536568,597210,60642,5.36568,5.9721,0.60642,0.0644949851727167,0.04572123943496546,0.07107347579007697,0.0012864273126591986,0.03911104890843886,0.12906646139784825,0.00020213999999999999,1.3037016302812953e-05,4.3022153799282747e-05
2,Delta,3000,697390,715528,18138,6.9739,7.15528,0.18138,0.0675765360291863,0.05167582074389071,0.07256847061756873,0.0013436269474643584,0.012257032104973812,0.04044820594641358,6.046000000000001e-05,4.085677368324604e-06,1.3482735315471193e-05
3,LZ77,200,815681,1120870,305189,8.15681,11.2087,3.05189,0.06245521296156019,0.04720927029442963,0.06808471507062776,0.0013661585946051957,0.19060643988525594,0.6290012516213446,0.01525945,0.0009530321994262797,0.0031450062581067227
4,Huffman,200,1221029,1272345,51316,12.21029,12.72345,0.51316,0.06283620085033909,0.04646520365905028,0.07107347579007697,0.0016179641951834071,0.03224502482836,0.106408581933588,0.0025657999999999996,0.0001612251241418,0.00053204290966794
5,AES-128,1000,1372710,1687780,315070,13.7271,16.8778,3.1507,0.06382567819405224,0.04497737762217515,0.06957889060776333,0.0013199924829559704,0.2010955642860004,0.6636153621438012,0.0031507,0.0002010955642860004,0.0006636153621438013
6,SHA-256,1000,1787973,1859358,71385,17.87973,18.59358,0.71385,0.06480622236916693,0.04720927029442963,0.07107347579007697,0.0012803676935896336,0.04626192183822981,0.15266434206615836,0.00071385,4.626192183822981e-05,0.00015266434206615836
7,ChaCha20,3000,1959473,2073130,113657,19.59473,20.7313,1.13657,0.06617798703381879,0.04497737762217515,0.07107347579007697,0.0013221302864184809,0.07521591472302742,0.2482125185859905,0.0003788566666666667,2.5071971574342474e-05,8.273750619533016e-05
8,CRC32,3000,2173336,2304178,130842,21.73336,23.04178,1.30842,0.06355596205218608,0.05093113964074421,0.07107347579007697,0.001327534827542286,0.08315789186832132,0.27442104316546034,0.00043613999999999995,2.7719297289440437e-05,9.147368105515345e-05
9,FFT,50,2404316,2726088,321772,24.04316,27.26088,3.21772,0.06000729676621384,0.04348996123047813,0.0665909491786703,0.0014012899221622476,0.19308667895058157,0.6371860405369192,0.06435439999999999,0.003861733579011631,0.012743720810738384
10,FIR,300,2826420,2852824,26404,28.2642,28.52824,0.26404,0.06358813399503821,0.04348996123047813,0.06808471507062776,0.0013412077551925696,0.016789810900049888,0.05540637597016462,0.0008801333333333333,5.5966036333499624e-05,0.00018468791990054875
11,IIR,50,2953058,3017227,64169,29.53058,30.17227,0.64169,0.05907543513129197,0.04572123943496546,0.06509759293189092,0.0012935370331485657,0.03790811596939875,0.12509678269901586,0.0128338,0.000758162319387975,0.0025019356539803172
12,DCT,1,3117420,3544404,426984,31.1742,35.44404,4.26984,0.062273528565185324,0.04423361822067938,0.06808471507062776,0.001355550030722362,0.26589800320877094,0.8774634105889441,4.26984,0.26589800320877094,0.8774634105889441
