sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,519266,603066,83800,5.19266,6.03066,0.838,0.04505952880924184,0.02426255066335602,0.04938688474220276,0.0006842855589890458,0.037759885142144664,0.12460762096907739,0.0002793333333333333,1.2586628380714888e-05,4.153587365635913e-05
2,Delta,3000,701618,735439,33821,7.01618,7.35439,0.33821,0.056874688716928544,0.02336715485500523,0.07107347579007697,0.001421619882614964,0.019235588470952403,0.06347744195414293,0.00011273666666666667,6.4118628236508016e-06,2.115914731804764e-05
3,LZ77,200,833975,1189013,355038,8.33975,11.89013,3.55038,0.038157519792837664,0.0221645109098933,0.0395393294865878,0.0002569003408050532,0.13547369512209498,0.4470631939029134,0.0177519,0.0006773684756104749,0.002235315969514567
4,Huffman,100,1287591,1320386,32795,12.87591,13.20386,0.32795,0.04417412828621404,0.022261626516859027,0.061439788422057454,0.006819263448401608,0.014486905371463894,0.04780678772583085,0.0032795000000000003,0.00014486905371463894,0.0004780678772583085
5,AES-128,100,1419120,1464574,45454,14.1912,14.64574,0.45454,0.04621470679931823,0.022553247076711153,0.05295794202876604,0.0009295329778304927,0.02100643282856211,0.06932122833425496,0.0045454,0.00021006432828562109,0.0006932122833425495
6,SHA-256,500,1563128,1601791,38663,15.63128,16.01791,0.38663,0.044447774191853855,0.022213063010481274,0.04867845602031349,0.0015357016517028603,0.017184842935796453,0.05670998168812829,0.0007732599999999999,3.436968587159291e-05,0.00011341996337625658
7,ChaCha20,3000,1700241,2060991,360750,17.00241,20.60991,3.6075,0.049411371459089,0.022261626516859027,0.0517989463536089,0.0017218756192366126,0.17825152253866355,0.5882300243775896,0.0012025,5.941717417955452e-05,0.00019607667479252988
8,CRC32,3000,2159515,2341258,181743,21.59515,23.41258,1.81743,0.04311270099896555,0.025048600150913584,0.044307821979502046,0.0001878588603113063,0.07835431617654996,0.2585692433826149,0.00060581,2.6118105392183322e-05,8.618974779420496e-05
9,FFT,20,2439703,2611485,171782,24.39703,26.11485,1.71782,0.04757157546132078,0.022504615135594663,0.05451109396743797,0.0034992350465351536,0.08171940375896605,0.269674032404588,0.085891,0.004085970187948302,0.0134837016202294
10,FIR,300,2710277,2752661,42384,27.10277,27.52661,0.42384,0.03876811708178906,0.0221645109098933,0.0405910104321604,0.00022419677983069586,0.016431478743945474,0.054223879855020064,0.0014128,5.477159581315158e-05,0.0001807462661834002
11,IIR,50,2851271,2933997,82726,28.51271,29.33997,0.82726,0.050239067858192106,0.02323529186027001,0.0530132577626993,0.0007753319527915347,0.041560771276368,0.1371505452120144,0.0165452,0.00083121542552736,0.002743010904240288
12,DCT,1,3032581,3453585,421004,30.32581,34.53585,4.21004,0.05046531483334369,0.0231377200217127,0.054066423807491375,0.0005957134730038817,0.21246099406097027,0.7011212804012018,4.21004,0.21246099406097027,0.7011212804012018
