sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,545105,647990,102885,5.45105,6.4799,1.02885,0.0329278186926281,0.031087636289239676,0.04027502710531744,0.00016824216714242846,0.03387778626191042,0.11179669466430436,0.00034295,1.1292595420636806e-05,3.7265564888101454e-05
2,Delta,3000,748253,790697,42444,7.48253,7.90697,0.42444,0.03345924801742616,0.03245797857570898,0.03584270853372075,0.00041294218798556355,0.01420144322851636,0.046864762654103984,0.00014148,4.733814409505453e-06,1.5621587551367993e-05
3,LZ77,200,890910,1267067,376157,8.9091,12.67067,3.76157,0.0331680885288562,0.030885329776137116,0.0395393294865878,0.0001482851918406567,0.12476408676748961,0.4117214863327157,0.01880785,0.000623820433837448,0.0020586074316635786
4,Huffman,500,1367263,1572577,205314,13.67263,15.72577,2.05314,0.03285608079761281,0.030935889295728075,0.039277122112056514,0.0002393006872007687,0.06745813372881077,0.22261184130507553,0.00410628,0.00013491626745762154,0.00044522368261015104
5,AES-128,100,1673118,1734790,61672,16.73118,17.3479,0.61672,0.032893945335920896,0.03063270326502918,0.04043296744268486,0.0001769007237442783,0.020286353967569136,0.06694496809297815,0.0061672,0.00020286353967569136,0.0006694496809297814
6,SHA-256,500,1835040,1911394,76354,18.3504,19.11394,0.76354,0.03338050008376262,0.030885329776137116,0.04011718942005814,0.00034826252363650867,0.025487347033956113,0.08410824521205516,0.0015270799999999999,5.0974694067912224e-05,0.00016821649042411032
7,ChaCha20,3000,2011501,2446067,434566,20.11501,24.46067,4.34566,0.033034412692786945,0.03235618659492947,0.04085464353041539,0.00014811592872165176,0.1435563258625365,0.4737358753463704,0.0014485533333333332,4.78521086208455e-05,0.00015791195844879014
8,CRC32,3000,2546321,2815116,268795,25.46321,28.15116,2.68795,0.033330700664336035,0.030784244954324573,0.03661889435965705,0.00018088372933985482,0.08959125685070204,0.29565114760731676,0.0008959833333333333,2.9863752283567348e-05,9.855038253577225e-05
9,FFT,20,2915252,3317336,402084,29.15252,33.17336,4.02084,0.03103830471922854,0.030229093948325545,0.04043296744268486,0.000261329377356771,0.12480005714726287,0.41184018858596744,0.201042,0.006240002857363144,0.020592009429298373
10,FIR,300,3418237,3472681,54444,34.18237,34.72681,0.54444,0.03333478272146858,0.03245797857570898,0.04001202132550088,0.00025628615952442903,0.018148789104876356,0.059891004046091975,0.0018148,6.0495963682921185e-05,0.00019963668015363992
11,IIR,50,3573090,3694831,121741,35.7309,36.94831,1.21741,0.031273018158422636,0.03063270326502918,0.0405910104321604,0.00017789333928072847,0.038072085036245304,0.1256378806196095,0.0243482,0.0007614417007249061,0.0025127576123921904
12,DCT,1,3795097,6269590,2474493,37.95097,62.6959,24.74493,0.031173930213060214,0.030430807360359045,0.03948686520010197,0.00015012508551793345,0.7713967209470601,2.5456091791252984,24.74493,0.7713967209470601,2.5456091791252984
