sequence_position,algorithm_assumed_from_order,iterations_from_manifest,start_sample_inclusive,end_sample_exclusive,sample_count,start_time_from_first_sample_s,end_time_from_first_sample_s,duration_s,mean_current_A,min_current_A,max_current_A,current_population_stddev_A,charge_C,energy_at_assumed_constant_voltage_J,mean_duration_per_call_s,charge_per_call_C,energy_per_call_at_assumed_constant_voltage_J
1,RLE,3000,528106,651873,123767,5.28106,6.51873,1.23767,0.030153763864691728,0.029524534135721803,0.0415414240632838,0.00018956310954616648,0.03732040892241301,0.12315734944396294,0.0004125566666666667,1.2440136307471005e-05,4.1052449814654314e-05
2,Delta,3000,752267,803328,51061,7.52267,8.03328,0.51061,0.029149552042751006,0.02757361968435904,0.03327395685567474,0.00035804071983113394,0.01488405276854909,0.049117374136212,0.00017020333333333333,4.961350922849697e-06,1.6372458045404e-05
3,LZ77,200,903665,1356178,452513,9.03665,13.56178,4.52513,0.02889992988523419,0.027474040426798737,0.037345649839191565,0.00018726369570152448,0.13077593972156978,0.4315606010811803,0.02262565,0.0006538796986078489,0.0021578030054059012
4,Huffman,500,1456494,1703477,246983,14.56494,17.03477,2.46983,0.028575642747313123,0.027125872307716063,0.037970362410571196,0.00020731879698011592,0.07057697972659636,0.232904033097768,0.00493966,0.00014115395945319274,0.000465808066195536
5,AES-128,100,1804190,1878372,74182,18.0419,18.78372,0.74182,0.02854769351386634,0.028022290929974998,0.04043296744268486,0.0001762878550204291,0.02117725000245633,0.06988492500810588,0.007418200000000001,0.00021177250002456328,0.0006988492500810588
6,SHA-256,500,1978739,2070584,91845,19.78739,20.70584,0.91845,0.02745348283131327,0.026233149161348994,0.03854445843341093,0.00035707295261863214,0.025214651306419672,0.08320834931118491,0.0018369,5.042930261283934e-05,0.00016641669862236982
7,ChaCha20,3000,2170794,2693570,522776,21.70794,26.9357,5.22776,0.027201146495450763,0.02633215812941981,0.03980182200586384,0.00015861492979047861,0.14220106560305767,0.4692635164900903,0.0017425866666666667,4.7400355201019226e-05,0.00015642117216336344
8,CRC32,3000,2793939,3117298,323359,27.93939,31.17298,3.23359,0.030461942540977574,0.029826214602168458,0.03667073132770446,0.00017480543108493174,0.09850143278107967,0.3250547281775629,0.0010778633333333332,3.283381092702656e-05,0.00010835157605918764
9,FFT,20,3217525,3701220,483695,32.17525,37.0122,4.83695,0.028676071853242315,0.02792250636819848,0.041859049823856465,0.0002855725422400381,0.1387047257505404,0.45772559497678333,0.2418475,0.00693523628752702,0.022886279748839167
10,FIR,300,3802372,3867866,65494,38.02372,38.67866,0.65494,0.028947343750798146,0.028221996923005498,0.03990689885410278,0.00027754178272724805,0.018958773316147738,0.06256395194328754,0.002183133333333333,6.31959110538258e-05,0.00020854650647762513
11,IIR,50,3968439,4114887,146448,39.68439,41.14887,1.46448,0.02731459920225665,0.02662945877258721,0.039591805178863425,0.00016604537393289764,0.04000168423972082,0.13200555799107871,0.0292896,0.0008000336847944164,0.0026401111598215745
12,DCT,1,4215287,7192100,2976813,42.15287,71.921,29.76813,0.027250031158220677,0.02657988015091817,0.03755370487034814,0.00014558319910807635,0.8111824700219636,2.67690215107248,29.76813,0.8111824700219636,2.67690215107248
